Date,Day,ChannelGroup,Channel,StartTime,Typol,Description,TimeSlot,Time start,Time end,Time Length,NIns,Rating%,Audience[000'],Rch%,Rchr'000,Cov%,Covr'000,Share
01/01/2021,Friday,KTV Group,KTV,0:05:00,Emision argetues,Gjithologët,02:00:00-26:00:00,20:05:00,20:10:00,00:05:00,1,0.09,1.53,0.09,1.53,0.09,1.53,0.28
01/01/2021,Friday,KTV Group,KTV,00:05:00,Emision argetues,Gjithologët - r,02:00:00-26:00:00,10:00:00,10:05:00,00:05:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:05:00,Reklama,Marketing,02:00:00-26:00:00,20:00:00,20:05:00,00:05:00,1,0.09,1.53,0.09,1.53,0.09,1.53,0.29
01/01/2021,Friday,KTV Group,KTV,00:05:00,Reklama,Promo,02:00:00-26:00:00,06:55:00,07:00:00,00:05:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:05:00,Reklama,Promo,02:00:00-26:00:00,15:25:00,15:30:00,00:05:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,03:00:00,03:10:00,00:10:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,05:00:00,05:10:00,00:10:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,06:00:00,06:10:00,00:10:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,09:00:00,09:10:00,00:10:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,12:00:00,12:10:00,00:10:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,15:00:00,15:10:00,00:10:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:10:00,Reklama,Promo,02:00:00-26:00:00,14:00:00,14:10:00,00:10:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:15:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,17:00:00,17:15:00,00:15:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:15:00,Reklama,City Shop,02:00:00-26:00:00,15:10:00,15:25:00,00:15:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:15:00,Reklama,Top Shop,02:00:00-26:00:00,10:30:00,10:45:00,00:15:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:15:00,Reklama,Top Shop,02:00:00-26:00:00,11:45:00,12:00:00,00:15:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:15:00,Reklama,Top Shop,02:00:00-26:00:00,16:15:00,16:30:00,00:15:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:20:00,Emision i pasdites,Express,02:00:00-26:00:00,03:10:00,03:30:00,00:20:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:20:00,Reklama,City Shop,02:00:00-26:00:00,12:10:00,12:30:00,00:20:00,1,0.18,2.98,0.3,4.79,0.3,4.79,0.74
01/01/2021,Friday,KTV Group,KTV,00:20:00,Serial,Te famshmit,02:00:00-26:00:00,04:40:00,05:00:00,00:20:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:20:00,Sport,Sporti në KTV,02:00:00-26:00:00,19:40:00,20:00:00,00:20:00,1,0.1,1.7,0.15,2.38,0.15,2.38,0.32
01/01/2021,Friday,KTV Group,KTV,00:25:00,Emision i pasdites,Express - r,02:00:00-26:00:00,10:05:00,10:30:00,00:25:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:25:00,Magazine televizive,Cosmo,02:00:00-26:00:00,04:15:00,04:40:00,00:25:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:30:00,Emision i pasdites,Express,02:00:00-26:00:00,16:30:00,17:00:00,00:30:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:30:00,Magazine televizive,Cosmo,02:00:00-26:00:00,20:50:00,21:20:00,00:30:00,1,0.1,1.65,0.12,1.88,0.12,1.88,0.29
01/01/2021,Friday,KTV Group,KTV,00:30:00,Serial,Te famshmit,02:00:00-26:00:00,13:30:00,14:00:00,00:30:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:40:00,Lajme,Lajme e mbrëmjes,02:00:00-26:00:00,19:00:00,19:40:00,00:40:00,1,0.09,1.53,0.09,1.53,0.09,1.53,0.29
01/01/2021,Friday,KTV Group,KTV,00:40:00,Magazine televizive,Magazina 038,02:00:00-26:00:00,20:10:00,20:50:00,00:40:00,1,0.09,1.53,0.09,1.53,0.09,1.53,0.29
01/01/2021,Friday,KTV Group,KTV,00:40:00,Serial,Mollë e ndaluar,02:00:00-26:00:00,24:00:00,24:40:00,00:40:00,1,0.08,1.22,0.11,1.75,0.11,1.75,0.28
01/01/2021,Friday,KTV Group,KTV,00:45:00,Dokumentar seri,Bota e së ardhmës,02:00:00-26:00:00,06:10:00,06:55:00,00:45:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:45:00,Magazine televizive,Magazina 038,02:00:00-26:00:00,03:30:00,04:15:00,00:45:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:45:00,Serial,Mollë e ndaluar,02:00:00-26:00:00,15:30:00,16:15:00,00:45:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:50:00,Emision i mbremjes,Interaktiv,02:00:00-26:00:00,05:10:00,06:00:00,00:50:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:50:00,Emision i mbremjes,Interaktiv - Biseda - r,02:00:00-26:00:00,14:10:00,15:00:00,00:50:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,00:50:00,Emision i mengjesit,Sot – vazhdimi,02:00:00-26:00:00,09:10:00,10:00:00,00:50:00,1,0,0.03,0.05,0.85,0.05,0.85,0.01
01/01/2021,Friday,KTV Group,KTV,01:00:00,Emision i pasdites,Express,02:00:00-26:00:00,02:00:00,03:00:00,01:00:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,01:00:00,Emision i pasdites,Express - vazhdimi,02:00:00-26:00:00,10:45:00,11:45:00,01:00:00,1,0.01,0.11,0.3,4.79,0.3,4.79,0.03
01/01/2021,Friday,KTV Group,KTV,01:00:00,Emision informativ,Desku - r,02:00:00-26:00:00,12:30:00,13:30:00,01:00:00,1,0.13,2.09,0.32,5.15,0.32,5.15,0.5
01/01/2021,Friday,KTV Group,KTV,01:10:00,Serial,Mollë e ndaluar,02:00:00-26:00:00,21:20:00,22:30:00,01:10:00,1,0.02,0.37,0.19,3.07,0.19,3.07,0.06
01/01/2021,Friday,KTV Group,KTV,01:20:00,Serial,Nusja nga Stambolli,02:00:00-26:00:00,24:40:00,26:00:00,01:20:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV,01:30:00,Emision i mbremjes,Interaktiv,02:00:00-26:00:00,22:30:00,24:00:00,01:30:00,1,0.1,1.61,0.18,2.95,0.18,2.95,0.29
01/01/2021,Friday,KTV Group,KTV,01:45:00,Emision i pasdites,Express - r,02:00:00-26:00:00,17:15:00,19:00:00,01:45:00,1,0.02,0.37,0.64,10.34,0.64,10.34,0.08
01/01/2021,Friday,KTV Group,KTV,02:00:00,Emision i mengjesit,Sot,02:00:00-26:00:00,07:00:00,09:00:00,02:00:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV HD,00:05:00,Emision argetues,Gjithologët,02:00:00-26:00:00,20:05:00,20:10:00,00:05:00,1,4,64.78,5.31,86.04,5.31,86.04,12.06
01/01/2021,Friday,KTV Group,KTV HD,00:05:00,Emision argetues,Gjithologët - r,02:00:00-26:00:00,10:00:00,10:05:00,00:05:00,1,2.69,43.6,2.84,46.05,2.84,46.05,20.83
01/01/2021,Friday,KTV Group,KTV HD,00:05:00,Reklama,Marketing,02:00:00-26:00:00,20:00:00,20:05:00,00:05:00,1,4.32,69.91,5.62,91.11,5.62,91.11,13.17
01/01/2021,Friday,KTV Group,KTV HD,00:05:00,Reklama,Promo,02:00:00-26:00:00,06:55:00,07:00:00,00:05:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV HD,00:05:00,Reklama,Promo,02:00:00-26:00:00,15:25:00,15:30:00,00:05:00,1,1.18,19.05,1.18,19.05,1.18,19.05,4.25
01/01/2021,Friday,KTV Group,KTV HD,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,03:00:00,03:10:00,00:10:00,1,0.31,5.06,0.38,6.13,0.38,6.13,2.62
01/01/2021,Friday,KTV Group,KTV HD,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,05:00:00,05:10:00,00:10:00,1,0.13,2.05,0.13,2.05,0.13,2.05,5.29
01/01/2021,Friday,KTV Group,KTV HD,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,06:00:00,06:10:00,00:10:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV HD,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,09:00:00,09:10:00,00:10:00,1,0.57,9.23,1.4,22.62,1.4,22.62,5.99
01/01/2021,Friday,KTV Group,KTV HD,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,12:00:00,12:10:00,00:10:00,1,2.29,37.02,3.01,48.82,3.01,48.82,9.65
01/01/2021,Friday,KTV Group,KTV HD,00:10:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,15:00:00,15:10:00,00:10:00,1,1.23,19.91,3.18,51.57,3.18,51.57,4.59
01/01/2021,Friday,KTV Group,KTV HD,00:10:00,Reklama,Promo,02:00:00-26:00:00,14:00:00,14:10:00,00:10:00,1,2.66,43.03,4.36,70.69,4.36,70.69,10.09
01/01/2021,Friday,KTV Group,KTV HD,00:15:00,Lajme,Koha e lajmeve,02:00:00-26:00:00,17:00:00,17:15:00,00:15:00,1,3.99,64.57,5.68,92.09,5.68,92.09,13.68
01/01/2021,Friday,KTV Group,KTV HD,00:15:00,Reklama,City Shop,02:00:00-26:00:00,15:10:00,15:25:00,00:15:00,1,1,16.22,2.45,39.7,2.45,39.7,3.59
01/01/2021,Friday,KTV Group,KTV HD,00:15:00,Reklama,Top Shop,02:00:00-26:00:00,10:30:00,10:45:00,00:15:00,1,1.87,30.23,2.66,43.09,2.66,43.09,12.71
01/01/2021,Friday,KTV Group,KTV HD,00:15:00,Reklama,Top Shop,02:00:00-26:00:00,11:45:00,12:00:00,00:15:00,1,1.4,22.74,1.83,29.62,1.83,29.62,6.25
01/01/2021,Friday,KTV Group,KTV HD,00:15:00,Reklama,Top Shop,02:00:00-26:00:00,16:15:00,16:30:00,00:15:00,1,0.92,14.98,1.43,23.19,1.43,23.19,3.43
01/01/2021,Friday,KTV Group,KTV HD,00:20:00,Emision i pasdites,Express,02:00:00-26:00:00,03:10:00,03:30:00,00:20:00,1,0.26,4.16,0.51,8.24,0.51,8.24,2.47
01/01/2021,Friday,KTV Group,KTV HD,00:20:00,Reklama,City Shop,02:00:00-26:00:00,12:10:00,12:30:00,00:20:00,1,2.68,43.37,2.73,44.29,2.73,44.29,10.79
01/01/2021,Friday,KTV Group,KTV HD,00:20:00,Serial,Te famshmit,02:00:00-26:00:00,04:40:00,05:00:00,00:20:00,1,1.06,17.25,1.47,23.77,1.47,23.77,31.62
01/01/2021,Friday,KTV Group,KTV HD,00:20:00,Sport,Sporti në KTV,02:00:00-26:00:00,19:40:00,20:00:00,00:20:00,1,3.7,59.89,4.93,79.89,4.93,79.89,11.34
01/01/2021,Friday,KTV Group,KTV HD,00:25:00,Emision i pasdites,Express - r,02:00:00-26:00:00,10:05:00,10:30:00,00:25:00,1,2.17,35.11,2.99,48.38,2.99,48.38,15.99
01/01/2021,Friday,KTV Group,KTV HD,00:25:00,Magazine televizive,Cosmo,02:00:00-26:00:00,04:15:00,04:40:00,00:25:00,1,0.39,6.27,1.71,27.78,1.71,27.78,7.5
01/01/2021,Friday,KTV Group,KTV HD,00:30:00,Emision i pasdites,Express,02:00:00-26:00:00,16:30:00,17:00:00,00:30:00,1,1.21,19.54,3.63,58.86,3.63,58.86,4.48
01/01/2021,Friday,KTV Group,KTV HD,00:30:00,Magazine televizive,Cosmo,02:00:00-26:00:00,20:50:00,21:20:00,00:30:00,1,4.53,73.42,12.28,199,12.28,199,12.87
01/01/2021,Friday,KTV Group,KTV HD,00:30:00,Serial,Te famshmit,02:00:00-26:00:00,13:30:00,14:00:00,00:30:00,1,2.32,37.54,4.14,67.14,4.14,67.14,8.79
01/01/2021,Friday,KTV Group,KTV HD,00:40:00,Lajme,Lajme e mbrëmjes,02:00:00-26:00:00,19:00:00,19:40:00,00:40:00,1,9.72,157.53,17.76,287.68,17.76,287.68,29.91
01/01/2021,Friday,KTV Group,KTV HD,00:40:00,Magazine televizive,Magazina 038,02:00:00-26:00:00,20:10:00,20:50:00,00:40:00,1,4.23,68.58,9.03,146.3,9.03,146.3,12.84
01/01/2021,Friday,KTV Group,KTV HD,00:40:00,Serial,Mollë e ndaluar,02:00:00-26:00:00,24:00:00,24:40:00,00:40:00,1,3.75,60.77,6.98,113.11,6.98,113.11,13.75
01/01/2021,Friday,KTV Group,KTV HD,00:45:00,Dokumentar seri,Bota e së ardhmës,02:00:00-26:00:00,06:10:00,06:55:00,00:45:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,KTV Group,KTV HD,00:45:00,Magazine televizive,Magazina 038,02:00:00-26:00:00,03:30:00,04:15:00,00:45:00,1,0.37,6.06,0.37,6.06,0.37,6.06,4.7
01/01/2021,Friday,KTV Group,KTV HD,00:45:00,Serial,Mollë e ndaluar,02:00:00-26:00:00,15:30:00,16:15:00,00:45:00,1,0.78,12.71,1.83,29.66,1.83,29.66,2.88
01/01/2021,Friday,KTV Group,KTV HD,00:50:00,Emision i mbremjes,Interaktiv,02:00:00-26:00:00,05:10:00,06:00:00,00:50:00,1,0.01,0.16,0.13,2.05,0.13,2.05,0.57
01/01/2021,Friday,KTV Group,KTV HD,00:50:00,Emision i mbremjes,Interaktiv - Biseda - r,02:00:00-26:00:00,14:10:00,15:00:00,00:50:00,1,2.28,36.86,5.94,96.17,5.94,96.17,8.69
01/01/2021,Friday,KTV Group,KTV HD,00:50:00,Emision i mengjesit,Sot – vazhdimi,02:00:00-26:00:00,09:10:00,10:00:00,00:50:00,1,1.26,20.41,4.77,77.31,4.77,77.31,11.46
01/01/2021,Friday,KTV Group,KTV HD,01:00:00,Emision i pasdites,Express,02:00:00-26:00:00,02:00:00,03:00:00,01:00:00,1,0.16,2.57,0.77,12.54,0.77,12.54,1.02
01/01/2021,Friday,KTV Group,KTV HD,01:00:00,Emision i pasdites,Express - vazhdimi,02:00:00-26:00:00,10:45:00,11:45:00,01:00:00,1,2,32.39,6.44,104.28,6.44,104.28,10.31
01/01/2021,Friday,KTV Group,KTV HD,01:00:00,Emision informativ,Desku - r,02:00:00-26:00:00,12:30:00,13:30:00,01:00:00,1,2.19,35.43,7.87,127.56,7.87,127.56,8.43
01/01/2021,Friday,KTV Group,KTV HD,01:10:00,Serial,Mollë e ndaluar,02:00:00-26:00:00,21:20:00,22:30:00,01:10:00,1,5.7,92.33,12.62,204.38,12.62,204.38,15.65
01/01/2021,Friday,KTV Group,KTV HD,01:20:00,Serial,Nusja nga Stambolli,02:00:00-26:00:00,24:40:00,26:00:00,01:20:00,1,0.56,9.02,3.43,55.51,3.43,55.51,3.34
01/01/2021,Friday,KTV Group,KTV HD,01:30:00,Emision i mbremjes,Interaktiv,02:00:00-26:00:00,22:30:00,24:00:00,01:30:00,1,6.25,101.25,16.6,268.85,16.6,268.85,18.24
01/01/2021,Friday,KTV Group,KTV HD,01:45:00,Emision i pasdites,Express - r,02:00:00-26:00:00,17:15:00,19:00:00,01:45:00,1,1.28,20.78,14.52,235.2,14.52,235.2,4.31
01/01/2021,Friday,KTV Group,KTV HD,02:00:00,Emision i mengjesit,Sot,02:00:00-26:00:00,07:00:00,09:00:00,02:00:00,1,0.13,2.05,1.69,27.33,1.69,27.33,4.99
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:05:00,Moti,Moti,02:00:00-26:00:00,19:25:00,19:30:00,00:05:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:05:00,Reklama,Blloku 14 A,02:00:00-26:00:00,19:20:00,19:25:00,00:05:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:05:00,Reklama,Blloku 14 B,02:00:00-26:00:00,19:30:00,19:35:00,00:05:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:10:00,Emision sportiv,DUELI Ditor,02:00:00-26:00:00,19:35:00,19:45:00,00:10:00,1,0,0.04,0.05,0.85,0.05,0.85,0.01
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:10:00,Reklama,Blloku 10 + Top Shop,02:00:00-26:00:00,16:20:00,16:30:00,00:10:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:10:00,Reklama,Blloku 11,02:00:00-26:00:00,17:50:00,18:00:00,00:10:00,1,0.01,0.2,0.24,3.94,0.24,3.94,0.04
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:10:00,Reklama,Blloku 13,02:00:00-26:00:00,18:50:00,19:00:00,00:10:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:10:00,Reklama,Blloku 15,02:00:00-26:00:00,20:20:00,20:30:00,00:10:00,1,0.02,0.32,0.4,6.47,0.4,6.47,0.06
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:10:00,Reklama,Blloku 4 + Top Shop,02:00:00-26:00:00,08:50:00,09:00:00,00:10:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:15:00,Reklama,Blloku 16,02:00:00-26:00:00,22:00:00,22:15:00,00:15:00,1,0.03,0.53,0.04,0.69,0.04,0.69,0.09
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:15:00,Reklama,Blloku 9 + Top Shop,02:00:00-26:00:00,15:30:00,15:45:00,00:15:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:15:00,Reklama,Storie,02:00:00-26:00:00,15:45:00,16:00:00,00:15:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:20:00,Emision i pasdites,Pasdite,02:00:00-26:00:00,18:00:00,18:20:00,00:20:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:20:00,Lajme,Lajme,02:00:00-26:00:00,16:00:00,16:20:00,00:20:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:20:00,Lajme,Lajme Qendrore,02:00:00-26:00:00,19:00:00,19:20:00,00:20:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:20:00,Reklama,Blloku 6 + Top Shop,02:00:00-26:00:00,11:30:00,11:50:00,00:20:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:30:00,Lajme,Lajme,02:00:00-26:00:00,13:00:00,13:30:00,00:30:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:30:00,Reklama,Blloku 12,02:00:00-26:00:00,18:20:00,18:50:00,00:30:00,1,0,0.03,0.05,0.85,0.05,0.85,0.01
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:30:00,Reklama,Blloku 7 + Top Shop,02:00:00-26:00:00,12:30:00,13:00:00,00:30:00,1,0,0.07,0.24,3.94,0.24,3.94,0.02
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:30:00,Reklama,CityShop,02:00:00-26:00:00,11:00:00,11:30:00,00:30:00,1,0.03,0.43,0.05,0.85,0.05,0.85,0.14
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:30:00,Reklama,CityShop,02:00:00-26:00:00,13:30:00,14:00:00,00:30:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:35:00,Emision,Zyra e Ankesave,02:00:00-26:00:00,19:45:00,20:20:00,00:35:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:40:00,Reklama,Storie,02:00:00-26:00:00,11:50:00,12:30:00,00:40:00,1,0.09,1.43,0.24,3.94,0.24,3.94,0.37
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,00:45:00,Lajme,Lajme Drini,02:00:00-26:00:00,23:45:00,24:30:00,00:45:00,1,0,0.02,0.13,2.19,0.13,2.19,0.01
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,01:00:00,Emision i pasdites,Reload,02:00:00-26:00:00,02:30:00,03:30:00,01:00:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,01:20:00,Emision i pasdites,Reload,02:00:00-26:00:00,16:30:00,17:50:00,01:20:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,01:30:00,Debat,Debat Plus,02:00:00-26:00:00,22:15:00,23:45:00,01:30:00,1,0,0.01,0.05,0.85,0.05,0.85,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,01:30:00,Debat,Debat Plus - R,02:00:00-26:00:00,14:00:00,15:30:00,01:30:00,1,0.01,0.08,0.09,1.53,0.09,1.53,0.02
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,01:30:00,Emision,Kallxo me ftyre,02:00:00-26:00:00,20:30:00,22:00:00,01:30:00,1,0.02,0.33,0.3,4.87,0.3,4.87,0.06
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,01:30:00,Emision i mengjesit,Mirmengjesi…R,02:00:00-26:00:00,24:30:00,26:00:00,01:30:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,01:30:00,Reklama,Storie,02:00:00-26:00:00,05:30:00,07:00:00,01:30:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,01:50:00,Emision i mengjesit,Miremengjesi…,02:00:00-26:00:00,07:00:00,08:50:00,01:50:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,02:00:00,Emision,Radar,02:00:00-26:00:00,09:00:00,11:00:00,02:00:00,1,0.04,0.66,0.05,0.85,0.05,0.85,0.33
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini,02:00:00,Emision i pasdites,Pasdite - R,02:00:00-26:00:00,03:30:00,05:30:00,02:00:00,1,0,0,0,0,0,0,0
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:05:00,Moti,Moti,02:00:00-26:00:00,19:25:00,19:30:00,00:05:00,1,1.19,19.29,1.42,23.03,1.42,23.03,3.67
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:05:00,Reklama,Blloku 14 A,02:00:00-26:00:00,19:20:00,19:25:00,00:05:00,1,0.94,15.25,1.4,22.67,1.4,22.67,2.91
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:05:00,Reklama,Blloku 14 B,02:00:00-26:00:00,19:30:00,19:35:00,00:05:00,1,0.94,15.18,0.97,15.77,0.97,15.77,2.87
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:10:00,Emision sportiv,DUELI Ditor,02:00:00-26:00:00,19:35:00,19:45:00,00:10:00,1,0.87,14.1,0.97,15.77,0.97,15.77,2.66
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:10:00,Reklama,Blloku 10 + Top Shop,02:00:00-26:00:00,16:20:00,16:30:00,00:10:00,1,2.15,34.82,2.32,37.52,2.32,37.52,8.02
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:10:00,Reklama,Blloku 11,02:00:00-26:00:00,17:50:00,18:00:00,00:10:00,1,1.55,25.12,2.12,34.31,2.12,34.31,5.3
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:10:00,Reklama,Blloku 13,02:00:00-26:00:00,18:50:00,19:00:00,00:10:00,1,0.52,8.34,0.56,9.07,0.56,9.07,1.64
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:10:00,Reklama,Blloku 15,02:00:00-26:00:00,20:20:00,20:30:00,00:10:00,1,2.44,39.53,6.42,103.94,6.42,103.94,7.48
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:10:00,Reklama,Blloku 4 + Top Shop,02:00:00-26:00:00,08:50:00,09:00:00,00:10:00,1,1.39,22.57,1.68,27.16,1.68,27.16,18.6
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:15:00,Reklama,Blloku 16,02:00:00-26:00:00,22:00:00,22:15:00,00:15:00,1,1.8,29.14,6.9,111.74,6.9,111.74,4.94
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:15:00,Reklama,Blloku 9 + Top Shop,02:00:00-26:00:00,15:30:00,15:45:00,00:15:00,1,1.69,27.41,2.45,39.62,2.45,39.62,6.25
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:15:00,Reklama,Storie,02:00:00-26:00:00,15:45:00,16:00:00,00:15:00,1,2.04,33.01,4.12,66.79,4.12,66.79,7.54
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:20:00,Emision i pasdites,Pasdite,02:00:00-26:00:00,18:00:00,18:20:00,00:20:00,1,1.47,23.89,2.48,40.2,2.48,40.2,4.89
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:20:00,Lajme,Lajme,02:00:00-26:00:00,16:00:00,16:20:00,00:20:00,1,2.63,42.6,3.8,61.56,3.8,61.56,9.56
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:20:00,Lajme,Lajme Qendrore,02:00:00-26:00:00,19:00:00,19:20:00,00:20:00,1,0.63,10.17,1.21,19.66,1.21,19.66,1.93
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:20:00,Reklama,Blloku 6 + Top Shop,02:00:00-26:00:00,11:30:00,11:50:00,00:20:00,1,1.37,22.19,1.54,24.87,1.54,24.87,6.15
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:30:00,Lajme,Lajme,02:00:00-26:00:00,13:00:00,13:30:00,00:30:00,1,1.49,24.16,3.71,60.03,3.71,60.03,5.79
01/01/2021,Friday,TV Dukagjini Group,TV Dukagjini HD,00:30:00,Reklama,Blloku 12,02:00:00-26:00:00,18:20:00,18:50:00,00:30:00,1,0.96,15.52,3,48.58,3,48.58,3.16
