Month,Week,Day of week,Channel Group,Description EN,Typol,Time slot,Time start,Male-Rating%,Male-Share,Female-Rating%,Female-Share,4-9-Rating%,4-9-Share,10-14-Rating%,10-14-Share,15-19-Rating%,15-19-Share,20-29-Rating%,20-29-Share,30-39-Rating%,30-39-Share,40-49-Rating%,40-49-Share,50-64-Rating%,50-64-Share,65+-Rating%,65+-Share,Mitrovica-Rating%,Mitrovica-Share,Gjilan-Rating%,Gjilan-Share,Peje-Rating%,Peje-Share,Prizren-Rating%,Prizren-Share,Prizren-Rating%,Prizren-Share,Ferizaj-Rating%,Ferizaj-Share,Pristina-Rating%,Pristina-Share
March,Week 9,Sunday,KTV Group,Te famshmit,Serial,02:00:00-26:00:00,13:40:00,1.6,6.45,1.28,6.03,0,0,0.23,2.17,0.17,1.07,1.73,7.29,3.71,15.71,0.78,3.27,3.15,10.59,0,0,0,0,3.75,17.17,0,0,2.35,8.51,0,0,3.72,31.08,0.55,2.2
March,Week 9,Sunday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,10:30:00,1.38,6.36,0.5,2.37,0,0,0,0,5.28,33.71,0,0,0,0,0.01,0.06,1.62,5.67,2.4,7.33,0,0,0,0,9.93,27.84,0,0,0,0,0,0,0.01,0.03
March,Week 9,Sunday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Sunday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,11:45:00,2.07,8.54,0.88,3.68,2.77,12.06,1,6.8,0.72,3.87,0.87,3.46,4.07,16.71,1.27,4.85,0,0,0,0,0,0,0,0,0,0,7.83,26.37,0,0,0,0,0,0
March,Week 9,Sunday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,11:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Sunday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,16:10:00,0.52,1.99,0.73,3.27,0,0,0,0,1.34,8.39,0.39,1.41,0.11,0.41,1.45,6.34,1.7,5.11,0,0,0.33,1.41,0.18,0.86,0,0,0,0,0.34,3.26,5.94,19.91,0.66,2.78
March,Week 9,Sunday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,16:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Sunday,KTV Group,Treni,Emision per femije,02:00:00-26:00:00,15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Sunday,KTV Group,Treni,Emision per femije,02:00:00-26:00:00,15:30:00,0.35,1.31,0.99,4.46,0.04,0.21,0,0,1.22,7.7,0.05,0.17,0.04,0.16,0.79,3.43,1.68,4.7,2.92,10.17,0.23,0.96,0,0,0.04,0.18,0.01,0.03,0,0,3.46,13.49,1.54,6.48
March,Week 9,Sunday,KTV Group,Via Balcanica,Serial,02:00:00-26:00:00,03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Sunday,KTV Group,Via Balcanica,Serial,02:00:00-26:00:00,03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Dhoma e rrefimit,Emision,02:00:00-26:00:00,11:45:00,0.26,1.07,0.25,1.26,0,0,0,0,0,0,0.05,0.28,0.31,1.25,0.52,1.8,1.07,3.61,0,0,0,0,0.82,3.58,0,0,0.36,2.02,0,0,0.83,2.27,0,0
March,Week 10,Monday,T7 Group,Dhoma e rrefimit,Emision,02:00:00-26:00:00,11:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Dpt te Fidani,Emision,02:00:00-26:00:00,22:30:00,2.38,10.69,1.1,5.63,0.5,2.75,0.24,1.5,0.16,1.35,1.49,8.39,2.27,9.14,0.7,3.71,3,9.04,7.58,27.16,3.87,22.7,3.08,9.59,0.11,1.36,1.67,8.96,0,0,2.2,9.34,0.87,4.12
March,Week 10,Monday,T7 Group,Dpt te Fidani,Emision,02:00:00-26:00:00,22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Frontal live,Lajme,02:00:00-26:00:00,17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Frontal live,Lajme,02:00:00-26:00:00,17:00:00,3.17,10.63,2.4,9.34,1.63,7.55,3.39,13.44,2.71,19.92,1.62,6.88,2.49,8.31,2.76,8.08,3.5,9.04,6.4,16.22,1.17,4.17,0.21,0.7,3.39,13.38,4.93,20.65,0,0,0.39,1.04,4.78,16.04
March,Week 10,Monday,T7 Group,Gjesi live,Emision,02:00:00-26:00:00,07:00:00,0.46,5.59,0.21,2.96,0,0,0.18,2.68,0.22,9.45,0.23,3.71,0.34,4.04,0.07,0.88,1.34,12.97,0.35,2.95,0.09,1.53,0.02,0.3,1.24,19.42,0.03,0.45,0.01,0.14,0,0,0.68,6.72
March,Week 10,Monday,T7 Group,Gjesi live,Emision,02:00:00-26:00:00,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Lajme,Lajme,02:00:00-26:00:00,09:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Lajme,Lajme,02:00:00-26:00:00,09:10:00,0.06,0.36,0,0,0,0,0,0,0,0,0.17,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.71
March,Week 10,Monday,T7 Group,Lajme & Sport,Lajme,02:00:00-26:00:00,15:00:00,0.53,2.1,0.41,1.8,0,0,0.5,2.74,1.75,11.77,0.19,0.92,0.13,0.5,0.74,2.33,0.26,1.01,0.66,1.45,0,0,0.05,0.24,0,0,1.34,6.01,0,0,0,0,0.79,3.13
March,Week 10,Monday,T7 Group,Lajme & Sport,Lajme,02:00:00-26:00:00,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Lajmet Qendrore,Lajme,02:00:00-26:00:00,19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Lajmet Qendrore,Lajme,02:00:00-26:00:00,19:30:00,2.7,7.91,2.6,8.34,0,0,0.58,1.84,1.5,8.23,2.02,6.34,5.3,17.76,2.03,4.48,4.56,10.15,5.5,11.83,3.02,7.57,4.62,9.76,0,0,3.38,16.79,0,0,0,0,3.17,10.81
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,09:00:00,0.01,0.07,0.01,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.54,0.07,0.72,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,10:00:00,0.4,1.83,0.32,1.73,0,0,0,0,0,0,0.88,4.86,0.81,3.87,0,0,0,0,0.96,3.45,0,0,0,0,0,0,0.71,4.38,0,0,0,0,0.83,3.97
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,11:30:00,0.32,1.35,0.44,2.21,0,0,0,0,0,0,0.18,0.88,0.81,3.17,0.09,0.34,1.34,4.41,0.54,2,1.01,4.39,0,0,0,0,0.78,4.29,0,0,0,0,0.35,1.77
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,13:45:00,0.17,0.76,0.47,2.37,0,0,0,0,0,0,0.21,1.31,0,0,1,3.48,0.92,3.48,0.63,1.7,0,0,0.63,2.92,0,0,0,0,1.16,4.12,0,0,0.5,2.42
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,13:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,15:30:00,0.98,3.74,0.6,2.66,0,0,0.46,2.16,2.79,18.45,0.47,2.22,0.36,1.42,1.1,3.42,0.69,2.76,1.04,2.31,0.13,0.7,0.19,0.8,0,0,2.76,11.61,0,0,0.24,0.78,0.83,3.25
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,16:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,16:40:00,0.04,0.14,0.65,2.67,0,0,0,0,0,0,0.11,0.48,1.83,6.35,0.27,0.83,0,0,0,0,0,0,0.08,0.31,0,0,0,0,0,0,0,0,1.17,3.98
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,18:00:00,2.5,7.77,2.05,7.5,0,0,4.59,16.93,2.05,18.4,1.46,5.58,2.53,7.74,0.88,2.44,3.72,8.3,4.38,11.08,0,0,0,0,7.53,34.08,0.93,3.83,0,0,0,0,4.83,15.6
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,19:20:00,0.51,1.5,0.46,1.48,0,0,0.58,1.85,0.36,1.97,0.13,0.44,0.59,1.96,0.3,0.65,1.24,2.84,0.98,2.25,0,0,1.84,3.86,0,0,0,0,0,0,0,0,0.67,2.3
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,20:00:00,1.82,5.27,2.36,7.53,0.03,0.17,0.69,2.01,0.4,2.07,0.74,2.34,5.76,19.82,1.14,2.65,3.32,7.35,5.11,10.68,2.18,5.74,3.61,7.6,0.11,0.45,1.62,7.57,0,0,0,0,3.23,10.81
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,20:35:00,0.89,2.33,1.2,3.6,0,0,0.34,0.95,0,0,0.11,0.31,2.76,7.93,0.7,1.64,2.53,5.38,2.11,4.13,0,0,3.25,6.92,1.13,4.66,0.49,1.95,0,0,0,0,1.16,3.41
March,Week 10,Monday,T7 Group,Marketing,Reklama,02:00:00-26:00:00,20:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Memory,Emision,02:00:00-26:00:00,14:00:00,0.09,0.4,0.23,1.1,0,0,0,0,0,0,0.12,0.69,0.09,0.37,0.53,1.82,0.23,0.84,0.43,1.05,0,0,0.4,1.87,0,0,0.11,0.54,0.17,0.62,0,0,0.23,1.12
March,Week 10,Monday,T7 Group,Memory,Emision,02:00:00-26:00:00,14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Mendimi per motin,Moti,02:00:00-26:00:00,20:10:00,1.36,3.85,2,6.38,0,0,1.04,2.89,0,0,0.19,0.61,4.15,14.1,0.79,1.88,3.64,7.94,4.5,9.22,0.57,1.52,3.25,6.83,1.51,6.15,0.49,2.17,0,0,0,0,2.99,9.9
March,Week 10,Monday,T7 Group,Mendimi per motin,Moti,02:00:00-26:00:00,20:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,N�konak,Emision,02:00:00-26:00:00,12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,N�konak,Emision,02:00:00-26:00:00,12:30:00,0.44,1.8,0.5,2.47,0,0,0.52,3.1,0.62,4.42,0.25,1.51,0.25,1.04,0.4,1.33,1.34,4.68,0.65,1.72,0,0,0.49,2.24,0,0,0.11,0.61,0.8,3.68,0.94,2.41,0.89,3.89
March,Week 10,Monday,T7 Group,Pressing,Debat,02:00:00-26:00:00,20:45:00,4.28,11.59,3.41,10.2,0.24,0.87,2.25,7.8,2.64,14.52,4.55,13.26,2.32,6.1,3.44,8.68,9.07,18.74,7.3,15,1.38,3.33,6.58,15.32,2.46,14.25,1.29,4.63,1.76,4.46,7.14,15.09,5.29,15.35
March,Week 10,Monday,T7 Group,Pressing,Debat,02:00:00-26:00:00,20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Prizma,Emision,02:00:00-26:00:00,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Prizma,Emision,02:00:00-26:00:00,10:05:00,1.21,5.28,1.29,6.83,0,0,1.33,7.85,1.59,14.65,2.2,11.93,1.24,5.28,1.14,4.34,0.61,2.38,1.56,5.43,0.02,0.13,1.26,5.43,0.01,0.04,0.97,5.96,0.01,0.07,0,0,3.1,13.91
March,Week 10,Monday,T7 Group,Promo,Reklama,02:00:00-26:00:00,09:50:00,0.4,1.96,0.28,1.64,0,0,0,0,0,0,0.88,5.62,0.68,3.6,0,0,0.01,0.05,0.96,3.87,0.01,0.07,0,0,0,0,0.61,3.72,0,0,0,0,0.83,4
March,Week 10,Monday,T7 Group,Promo,Reklama,02:00:00-26:00:00,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Promo,Reklama,02:00:00-26:00:00,18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Promo,Reklama,02:00:00-26:00:00,18:20:00,1.35,4.11,0.31,1.12,0,0,2.87,9.96,0,0,0.71,2.66,0,0,0,0,1.91,4.25,2.15,5.46,0,0,0,0,7.53,33.96,0,0,0,0,0,0,0.31,0.95
March,Week 10,Monday,T7 Group,Promo,Reklama,02:00:00-26:00:00,18:45:00,1.42,4.62,0.32,1.19,0,0,2.87,9.96,0,0,0.9,3.38,0,0,0.02,0.05,1.91,4.62,2.15,6.02,0,0,0,0,7.53,34.47,0.01,0.06,0,0,0,0,0.44,1.56
March,Week 10,Monday,T7 Group,Promo,Reklama,02:00:00-26:00:00,18:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Showbiz,Emision argetues,02:00:00-26:00:00,09:35:00,0.32,1.67,0.01,0.04,0,0,0,0,0,0,0.73,4.6,0,0,0,0,0.17,0.72,0.1,0.37,0,0,0.13,0.85,0,0,0,0,0,0,0,0,0.5,2.57
March,Week 10,Monday,T7 Group,Showbiz,Emision argetues,02:00:00-26:00:00,09:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Showbiz,Emision argetues,02:00:00-26:00:00,15:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Showbiz,Emision argetues,02:00:00-26:00:00,15:40:00,0.32,1.21,0.15,0.66,0,0,0,0,0.58,4.08,0.26,1.18,0.1,0.43,0.24,0.76,0.51,1.87,0.21,0.48,0.16,0.88,0,0,0,0,0.82,3.5,0,0,0,0,0.24,0.9
March,Week 10,Monday,T7 Group,Showbiz,Emision argetues,02:00:00-26:00:00,18:25:00,1.35,4.24,0.39,1.42,0,0,2.92,10.13,0.07,0.59,0.73,2.82,0,0,0.02,0.05,2.06,4.8,2.15,5.5,0,0,0,0,7.71,36.1,0,0,0,0,0,0,0.38,1.27
March,Week 10,Monday,T7 Group,Showbiz,Emision argetues,02:00:00-26:00:00,18:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Sport news,Emision sportiv,02:00:00-26:00:00,18:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Sport news,Emision sportiv,02:00:00-26:00:00,18:10:00,1.4,4.28,0.31,1.13,0,0,2.87,9.96,0,0,0.71,2.72,0,0,0,0,2.1,4.67,2.15,5.36,0,0,0,0,7.53,33.69,0,0,0,0,0,0,0.4,1.25
March,Week 10,Monday,T7 Group,Sport news,Emision sportiv,02:00:00-26:00:00,19:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,Sport news,Emision sportiv,02:00:00-26:00:00,19:10:00,0.43,1.27,0.41,1.38,0,0,0.58,1.85,0,0,0,0,0.68,2.24,0,0,1.34,3.03,1.17,2.75,0.07,0.18,1.95,4.14,0,0,0,0,0,0,0.03,0.08,0.34,1.21
March,Week 10,Monday,T7 Group,Sport news,Emision sportiv,02:00:00-26:00:00,20:20:00,0.93,2.54,1.97,6.08,0,0,0.13,0.36,0.09,0.48,0.02,0.05,3.92,12.41,1.6,3.8,2.88,6.26,3.36,6.62,1.46,3.6,3.25,6.83,0,0,0.61,2.64,0,0,0,0,2.19,7.08
March,Week 10,Monday,T7 Group,Sport news,Emision sportiv,02:00:00-26:00:00,20:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,T7 Story,Emision,02:00:00-26:00:00,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,T7 Story,Emision,02:00:00-26:00:00,11:00:00,0.27,1.13,0.35,1.74,0,0,0,0,0,0,0.47,2.34,0.81,3.17,0.42,1.57,0.18,0.65,0.21,0.72,0,0.02,0.32,1.35,0,0,1.01,5.3,0,0,0,0,0.26,1.29
March,Week 10,Monday,T7 Group,T7 Story,Emision,02:00:00-26:00:00,14:40:00,0.04,0.15,0.03,0.14,0,0,0,0,0,0,0.06,0.34,0,0,0.1,0.33,0.08,0.3,0,0,0,0,0.02,0.07,0,0,0,0,0.19,0.67,0,0,0.07,0.27
March,Week 10,Monday,T7 Group,T7 Story,Emision,02:00:00-26:00:00,14:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,T7 Story,Emision,02:00:00-26:00:00,16:25:00,0.28,0.99,0.18,0.75,0,0,0,0,0,0,0.71,3.18,0.09,0.36,0.51,1.57,0.16,0.45,0,0,0.06,0.27,0.47,1.86,0,0,0,0,0,0,0,0,0.52,1.86
March,Week 10,Monday,T7 Group,T7 Story,Emision,02:00:00-26:00:00,16:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,T7 Story,Emision,02:00:00-26:00:00,18:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,T7 Group,T7 Story,Emision,02:00:00-26:00:00,18:50:00,0.58,1.81,0.61,2.16,0,0,1.21,4.14,0.05,0.28,0.34,1.22,1.41,4.73,0.02,0.05,0.79,1.8,1.04,2.76,0.49,1.34,0.02,0.05,2.07,9.29,0.05,0.22,0,0,0,0,1.1,3.91
March,Week 10,Monday,T7 Group,Zeri i Amelikes,Lajme,02:00:00-26:00:00,16:05:00,0.07,0.27,0.05,0.21,0,0,0,0,0,0,0.12,0.51,0,0,0,0,0.33,1.06,0,0,0.16,0.88,0,0,0,0,0,0,0,0,0,0,0.14,0.47
March,Week 10,Monday,T7 Group,Zeri i Amelikes,Lajme,02:00:00-26:00:00,16:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,2 ME 1,Sport,02:00:00-26:00:00,13:05:00,5.96,25.69,2.63,13.04,6.11,33.31,0.51,3.02,0.3,2.48,4.02,25.44,5.59,23.33,6.03,20.85,5.29,19.78,6.32,16.75,1.11,6.7,1.2,5.79,1.3,5.4,7.41,43.13,8.27,33.92,0,0,6.84,29.93
March,Week 10,Monday,RTV 21 Group,2 ME 1,Sport,02:00:00-26:00:00,13:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,21 LIVE NEWS,Lajme,02:00:00-26:00:00,18:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,21 LIVE NEWS,Lajme,02:00:00-26:00:00,18:30:00,4.71,14.56,4.59,15.98,1.57,8.73,4.45,14.88,5.4,34.48,4.22,15.03,2.58,8.57,6.98,16.62,6.93,15.99,6.58,16.45,3,8.18,3.36,7.62,3.82,16.84,4.86,22.78,4.31,22.66,4.99,12.23,6.34,22.1
March,Week 10,Monday,RTV 21 Group,21 MINUTA,Lajme,02:00:00-26:00:00,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,21 MINUTA,Lajme,02:00:00-26:00:00,03:00:00,0.32,11.06,0.34,15.8,0,0,0,0,0,0,0,0,1.08,22.26,1.26,62.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,26.5
March,Week 10,Monday,RTV 21 Group,21 MINUTA,Lajme,02:00:00-26:00:00,23:30:00,0.14,8.46,0.05,3.36,0.07,3.8,0.28,19.95,0.05,4.44,0.09,7.56,0.04,1.77,0.02,1.48,0.15,7.7,0.1,5.02,0,0,0.01,0.36,0.11,48.65,0.45,37.53,0,0,0,0,0.01,0.32
March,Week 10,Monday,RTV 21 Group,21 MINUTA,Lajme,02:00:00-26:00:00,23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,BABI JEM SUPERMEN,Emision garues,02:00:00-26:00:00,21:15:00,3.71,10.17,3.63,11.02,2.1,7.47,3.51,13.34,1.09,6.19,4.37,12.89,5.1,13.17,4.68,12.29,4.3,8.84,2.56,5.38,1.05,2.56,0.59,1.42,1.01,6.54,8.91,31.22,5.76,14.91,0.01,0.03,4.73,13.83
March,Week 10,Monday,RTV 21 Group,BABI JEM SUPERMEN,Emision garues,02:00:00-26:00:00,21:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,BON BON,Magazine televizive,02:00:00-26:00:00,04:00:00,0.32,15.01,0.34,32.27,0,0,0,0,0,0,0,0,1.08,48.61,1.26,60.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,63.23
March,Week 10,Monday,RTV 21 Group,BON BON,Magazine televizive,02:00:00-26:00:00,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,BON BON,Magazine televizive,02:00:00-26:00:00,16:15:00,3.48,12.2,2.3,9.36,2.06,9.98,2.02,8.62,0,0,2.16,9.63,3.01,10.92,4.23,12.76,4.86,13.86,5.84,14.26,3.07,12.62,1.52,5.55,3.01,12.46,2.25,9.71,7.03,28.32,1.87,5.88,3.19,10.89
March,Week 10,Monday,RTV 21 Group,BON BON,Magazine televizive,02:00:00-26:00:00,16:15:00,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05
March,Week 10,Monday,RTV 21 Group,Edhe une jam Kosove,Emision,02:00:00-26:00:00,19:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Edhe une jam Kosove,Emision,02:00:00-26:00:00,19:35:00,2.47,7.17,4.5,14.36,0.24,1.37,2.56,8.16,3.87,20.98,3.71,11.51,2,6.67,7.01,15.48,4.4,9.73,4.46,9.48,2.77,6.91,0.39,0.83,3.32,13.64,5.28,26.06,9.31,24.19,0,0,3.94,13.43
