Month,Week,Day of week,Channel Group,Description EN,Typol,Time slot,Time start,Male-Rating%,Male-Share,Female-Rating%,Female-Share,4-9-Rating%,4-9-Share,10-14-Rating%,10-14-Share,15-19-Rating%,15-19-Share,20-29-Rating%,20-29-Share,30-39-Rating%,30-39-Share,40-49-Rating%,40-49-Share,50-64-Rating%,50-64-Share,65+-Rating%,65+-Share,Mitrovica-Rating%,Mitrovica-Share,Gjilan-Rating%,Gjilan-Share,Peje-Rating%,Peje-Share,Prizren-Rating%,Prizren-Share,Prizren-Rating%,Prizren-Share,Ferizaj-Rating%,Ferizaj-Share,Pristina-Rating%,Pristina-Share
March,Week 9,Monday,RTV 21 Group,BON BON,Magazine televizive,02:00:00-26:00:00,16:15:00,2.3,8.8,2.43,10.32,0.24,1.64,0.18,1.38,0.18,0.75,3.59,16.03,1.93,7.96,2.66,7.96,3.85,11.03,7.19,19.87,0.3,1.22,1.92,4.85,0.52,2.49,7.55,23.6,6.93,31.28,0,0,0.67,4.68
March,Week 9,Monday,RTV 21 Group,Edhe une jam Kosove,Emision,02:00:00-26:00:00,19:35:00,0.26,0.63,0.07,0.2,0,0,0,0,0.57,1.73,0.2,0.59,0,0,0.29,0.62,0.26,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,1.63
March,Week 9,Monday,RTV 21 Group,Edhe une jam Kosove,Emision,02:00:00-26:00:00,19:35:00,2.99,7.14,4.7,12.79,0.06,0.18,2.32,8.58,0.07,0.21,5.97,17.31,2.42,6.34,3.04,6.52,9,15.92,8.19,17.28,3.68,8.83,10.93,21.99,2.11,8.41,1.4,2.98,9.03,32.59,1.19,2.81,2.2,6.07
March,Week 9,Monday,RTV 21 Group,Emri im eshte Engjell,Serial,02:00:00-26:00:00,02:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Emri im eshte Engjell,Serial,02:00:00-26:00:00,02:05:00,0.06,3.37,0.04,2.88,0.11,79.67,0,0,0.08,2.5,0.03,1.77,0.07,2.65,0,0,0.1,7.48,0,0,0,0,0,0,0,0,0.3,12.34,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Emri im eshte Engjell,Serial,02:00:00-26:00:00,20:00:00,0.26,0.64,0.07,0.2,0,0,0,0,0.57,2.25,0.2,0.61,0,0,0.29,0.62,0.26,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,1.57
March,Week 9,Monday,RTV 21 Group,Emri im eshte Engjell,Serial,02:00:00-26:00:00,20:00:00,4.98,12.19,5.12,13.94,2.54,7.3,3.58,12.03,3.33,13.05,5.15,15.32,4.98,12.67,4.94,10.59,7.07,13.18,10.6,20.26,5.71,14.55,8.96,22.58,11.73,33.76,2.94,7.02,9.25,24.67,0.57,1.39,1.91,5.08
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,02:00:00,1.15,20.42,0.74,24.35,2.07,39.51,0,0,1.44,18.16,0.56,15.83,1.3,21.99,0,0,1.9,37.39,0,0,0,0,0,0,0,0,5.42,68.49,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,07:00:00,0.32,15.47,0.65,36.29,0,0,0,0,0,0,0.3,36.06,0.7,32.38,0.27,16.49,0.07,1.61,3.79,58.31,0,0,0,0,2.32,32.19,0,0,0,0,0,0,0.81,37.47
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,08:00:00,1.29,15.25,0.71,8.27,3.28,61.37,0,0,0,0,1.34,14.33,1.66,25.9,0,0,0.83,7.21,0,0,0.03,0.33,0,0,0.91,7.47,5,39.62,0,0,0,0,0.1,3.08
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,09:00:00,1.29,11.02,0.5,3.95,3.28,61.37,0,0,0,0,1.34,11.93,1.66,12.37,0,0,0,0,0,0,0,0,0,0,0,0,5,33.23,0,0,0,0,0.1,1.36
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,10:00:00,1.31,10.83,0.62,4.94,3.28,43.86,0,0,0,0,1.32,11.96,1.75,13.82,0,0,0.45,2.51,0,0,0.14,1.6,0,0,0,0,5.29,31.42,0,0,0,0,0.09,1.37
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,11:00:00,2.18,18.32,2.16,14.67,3.28,22.67,0,0,1.3,11.75,1.91,20.35,2.23,17.33,3.77,18.91,1.94,11.73,3.07,14.15,0.05,0.57,0,0,0,0,11.67,49.92,1.33,20.46,0,0,0.13,1.65
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,12:00:00,2.11,15.73,1.63,9.71,6.04,31.82,2.45,44.66,0,0,1.18,10.78,2.52,13.62,1.13,6.07,0,0,1.82,7.18,0,0,7.45,30.48,0,0,5,24.9,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,13:00:00,1.34,11.65,2.66,16.04,2.76,20.85,4.5,39.09,0,0,1.48,13.78,1.07,7.08,1.67,11.77,2.15,11.92,3.64,14.93,0.22,2.61,7.45,30.7,0,0,0.19,1.64,10.33,40.91,0,0,0.61,6.92
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,14:00:00,0,0,0.07,0.48,0,0,0,0,0,0,0,0,0,0,0.29,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.97
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,14:00:00,0.43,3.38,0.39,2.53,0,0,0.23,1.91,0.48,2.88,0.82,8.79,0,0,0.54,2.87,0.91,4.51,0,0,0.22,1.39,0,0,0.71,4.67,0.51,4.81,1.03,38.83,0,0,0.48,3.63
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,15:00:00,0.14,0.77,0.11,0.61,0,0,0,0,0.48,1.89,0.17,1.33,0,0,0.25,1.18,0.1,0.4,0,0,0.22,1.13,0,0,0.71,2.69,0.04,0.27,0.17,1.7,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,16:00:00,1.85,7.75,1.96,9.86,0.77,8.27,0,0,0.48,1.62,3.14,17.18,1.86,8.6,1.53,5.67,1.34,4.23,7.31,25.81,2.19,12.73,1.72,5.25,0,0,2.41,10.41,9.03,45.26,0,0,1.02,6.27
March,Week 9,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Muzike argetuese,Muzike,02:00:00-26:00:00,03:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Muzike argetuese,Muzike,02:00:00-26:00:00,03:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Muzike argetuese,Muzike,02:00:00-26:00:00,05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Muzike argetuese,Muzike,02:00:00-26:00:00,05:30:00,0,0,0.02,2.8,0,0,0,0,0,0,0,0,0.07,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,4.23
March,Week 9,Monday,RTV 21 Group,Muzike popullore,Muzike,02:00:00-26:00:00,06:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Muzike popullore,Muzike,02:00:00-26:00:00,06:30:00,0.07,3.8,0.25,20.57,0,0,0,0,0,0,0.1,13.06,0.12,8.76,0.1,7.78,0,0,1.55,33.21,0,0,0,0,0.57,10.83,0,0,0,0,0,0,0.35,30.28
March,Week 9,Monday,RTV 21 Group,Muzike popullore,Muzike,02:00:00-26:00:00,14:05:00,0.51,3.38,0.47,2.73,0,0,0,0,1,3.92,0.71,7.19,0,0,0.93,4.53,0.99,4.55,0.12,0.58,0.22,1.39,0,0,1.16,4.65,1.03,9.66,1.03,25.04,0,0,0.26,1.96
March,Week 9,Monday,RTV 21 Group,Muzike popullore,Muzike,02:00:00-26:00:00,14:05:00,0,0,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.08
March,Week 9,Monday,RTV 21 Group,Peng i Dashurise,Serial,02:00:00-26:00:00,15:10:00,1,4.93,1,5.63,0.47,5.34,0.1,0.91,0.48,2.01,1.21,8.34,0.75,3.43,1.32,5.95,1.14,3.97,3.22,13.19,0.38,2.04,1.93,6.48,0.41,1.59,1.51,9.16,4.39,29.38,0.05,0.18,0.19,1.63
March,Week 9,Monday,RTV 21 Group,Peng i Dashurise,Serial,02:00:00-26:00:00,15:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Per dite te mbare,Emision i mengjesit,02:00:00-26:00:00,07:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Per dite te mbare,Emision i mengjesit,02:00:00-26:00:00,07:05:00,0.43,8.46,0.43,8.78,0.12,3.27,0,0,0,0,0.41,9.52,0.64,14.09,0.56,9.33,0.84,10.14,0.9,8.32,0,0.09,0,0,2.73,33.34,0.18,2.66,0.22,3.07,0.6,20.21,0.12,4.14
March,Week 9,Monday,RTV 21 Group,Per dite te mbare,Emision i mengjesit,02:00:00-26:00:00,08:05:00,1.77,17.22,1.1,10.39,3.28,61.37,0,0,0,0,2.78,26.81,1.66,15.81,0,0,2.2,18.06,0,0,0.01,0.08,3.92,18.86,0.1,0.77,5,35.63,0,0,0,0,0.1,2.67
March,Week 9,Monday,RTV 21 Group,Per dite te mbare,Emision i mengjesit,02:00:00-26:00:00,08:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,09:10:00,1.3,10.89,0.53,4.18,3.3,46.22,0,0,0.01,0.11,1.34,13.45,1.66,11.5,0.01,0.07,0.09,0.65,0.04,0.18,0,0,0.02,0.09,0,0,5.06,30.86,0,0,0.05,0.31,0.1,1.77
March,Week 9,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,09:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,10:05:00,1.39,10.98,0.75,5.14,3.28,29.5,0,0,0.01,0.05,1.19,10.93,1.66,11.53,0.39,2.21,0.76,4.09,0.81,3.25,0,0,0,0,0,0,6.15,30.51,0.01,0.23,0,0,0.01,0.08
March,Week 9,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,10:05:00,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06
March,Week 9,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,11:05:00,2.06,16.45,1.83,11.73,3.66,23.49,0.33,7.64,0.12,1.1,1.41,14.55,2.41,14.05,2.86,14.18,1.83,12.48,3.25,13.7,0.21,1.87,2.28,9.53,0.2,1.59,8.84,41.72,0.29,3.19,0,0,0.1,1.24
March,Week 9,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,11:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,12:05:00,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
March,Week 9,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,12:05:00,1.65,13.67,2.87,16.84,4.01,28.28,4.48,42.91,0.01,0.13,1.92,17.21,1.86,11.07,1.65,10.16,1.4,8.48,3.64,14.61,0.22,2.11,7.46,30.5,0,0,2.03,14.4,10.24,40.18,0,0,0.42,5.11
March,Week 9,Monday,RTV 21 Group,SMART SHOP,Reklama,02:00:00-26:00:00,09:05:00,1.29,11.04,0.56,4.4,3.28,61.37,0,0,0.29,2.52,1.34,12.25,1.66,11.57,0,0,0,0,0,0,0.23,2.12,0,0,0,0,5,33.23,0,0,0,0,0.1,1.5
March,Week 9,Monday,RTV 21 Group,SMART SHOP,Reklama,02:00:00-26:00:00,09:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,START UP,Emision,02:00:00-26:00:00,22:30:00,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05
March,Week 9,Monday,RTV 21 Group,START UP,Emision,02:00:00-26:00:00,22:30:00,2.49,8.93,2.11,7.62,3.67,16.28,0.5,3.31,0.02,0.07,3.39,13.26,2.05,7.27,1.69,5.85,2.9,7.27,3.93,11.57,0.58,2.02,1.41,3.07,1.74,8.02,0.56,2.15,9.03,36.51,0.03,0.13,3.77,15.75
March,Week 9,Monday,RTV 21 Group,TV SHOP,Reklama,02:00:00-26:00:00,14:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,TV SHOP,Reklama,02:00:00-26:00:00,14:35:00,0.22,1.32,0.73,4.05,0,0,0,0,0.6,2.34,0.15,1.21,0.03,0.17,1.85,8.94,0.6,2.53,0.94,3.95,1.79,9.75,0,0,0.71,2.69,0.21,1.86,0.49,4.89,0,0,0.26,1.94
March,Week 9,Monday,RTV 21 Group,TV SHOP,Reklama,02:00:00-26:00:00,17:30:00,1.5,4.79,1.49,5.07,0.03,0.18,0.45,2.4,0,0,2.29,8.47,0.6,1.98,1.68,4.02,4.06,9.56,2.87,7.49,0.29,0.89,0.09,0.17,0.41,1.96,5.63,14.49,2.72,11.85,0,0,0.76,3.72
March,Week 9,Monday,RTV 21 Group,TV SHOP,Reklama,02:00:00-26:00:00,17:30:00,0.04,0.11,0.01,0.03,0,0,0,0,0.08,0.29,0.03,0.1,0,0,0.04,0.09,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.39
March,Week 9,Monday,RTV 21 Group,VOA,Lajme,02:00:00-26:00:00,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,RTV 21 Group,VOA,Lajme,02:00:00-26:00:00,06:00:00,0.01,0.56,0.01,1.64,0,0,0,0,0,0,0,0,0.04,3.12,0,0,0,0,0.05,2.02,0.04,3.26,0,0,0,0,0,0,0,0,0,0,0.02,3.89
March,Week 9,Monday,RTV 21 Group,VOA,Lajme,02:00:00-26:00:00,18:00:00,3.53,10.37,1.89,5.92,2.07,8.78,2.45,10.66,0.31,1.1,3.46,12.09,1.48,4.73,3.44,7.68,5.23,11.21,3.01,7.24,5.89,14.62,0.77,1.58,0,0,5.1,12.84,7.97,34.65,0,0,1.16,4.47
March,Week 9,Monday,RTV 21 Group,VOA,Lajme,02:00:00-26:00:00,18:00:00,0.26,0.77,0.07,0.23,0,0,0,0,0.57,2.01,0.2,0.71,0,0,0.29,0.65,0.26,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,2.28
March,Week 9,Monday,TV Dukagjini Group,Blloku 10 + Top Shop,Reklama,02:00:00-26:00:00,16:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 10 + Top Shop,Reklama,02:00:00-26:00:00,16:20:00,2.02,8.58,1.14,5.5,0,0,0,0,0,0,2.04,9.3,2.3,10.7,2.24,7.75,3.49,11.43,1.77,5.26,1.18,5.24,3.46,10.66,3.71,18.44,0.73,2.59,0,0,0,0,1.48,11.35
March,Week 9,Monday,TV Dukagjini Group,Blloku 11,Reklama,02:00:00-26:00:00,17:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 11,Reklama,02:00:00-26:00:00,17:50:00,1.18,3.56,0.52,1.7,0.57,2.64,0,0,0,0,0.8,2.91,0.5,1.55,1.52,3.36,1.58,3.61,2.41,5.91,1.1,3.14,0,0,3.77,17.92,1.69,4.35,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 12,Reklama,02:00:00-26:00:00,18:20:00,0.95,2.7,0.4,1.24,0.5,2.01,0,0,0,0,1.07,3.69,0.01,0.03,1.5,3.48,1.6,3.2,0.41,0.97,0,0,0.03,0.06,2.62,11.08,0.97,2.39,0,0,0,0,0.77,2.68
March,Week 9,Monday,TV Dukagjini Group,Blloku 12,Reklama,02:00:00-26:00:00,18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 13,Reklama,02:00:00-26:00:00,18:50:00,0.73,2.01,0.23,0.67,0.4,1.53,0.12,0.5,0,0,0.51,1.74,0.04,0.13,1.6,3.62,0.94,1.78,0,0,0.28,0.8,0,0,2.58,10.97,0.48,1.14,0,0,0,0,0.27,0.81
March,Week 9,Monday,TV Dukagjini Group,Blloku 13,Reklama,02:00:00-26:00:00,18:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 14 A,Reklama,02:00:00-26:00:00,19:20:00,1.66,4.25,1.49,4.07,0.67,2.4,0.49,1.85,0.58,1.7,1.94,5.63,0.45,1.31,3.01,6.75,2.87,4.94,2.97,6.51,1.93,5.03,0,0,2.58,11.21,4.72,10.42,0,0,0,0,0.72,2.2
March,Week 9,Monday,TV Dukagjini Group,Blloku 14 A,Reklama,02:00:00-26:00:00,19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 14 B,Reklama,02:00:00-26:00:00,19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 14 B,Reklama,02:00:00-26:00:00,19:30:00,1.21,3.06,1.59,4.33,0.67,2.4,0.49,1.85,0.77,2.24,1.57,4.57,1.82,5.12,1.94,4.19,2.59,4.46,0.59,1.3,1.86,4.64,4.88,9.05,1.81,7.71,1.47,3.23,0,0,0,0,0.13,0.41
March,Week 9,Monday,TV Dukagjini Group,Blloku 15,Reklama,02:00:00-26:00:00,20:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 15,Reklama,02:00:00-26:00:00,20:20:00,0.86,2.08,0.81,2.18,1.02,2.79,0.62,2.07,0.94,3.42,0.31,0.93,0.99,2.54,1.5,3.1,0.87,1.64,0.54,1.01,2.57,6.32,0.37,0.98,1.29,3.89,0.04,0.1,0,0,0,0,1,2.67
March,Week 9,Monday,TV Dukagjini Group,Blloku 16,Reklama,02:00:00-26:00:00,22:00:00,4.54,12,2.84,8.18,1.85,5.27,3.05,12.49,1.89,5.91,3.69,10.99,4.36,12.47,3.17,8.74,6.6,12.91,4.92,10.39,8.81,24.01,11.01,23.07,1.86,5.68,1.33,3.77,0,0,0.72,2.18,1.78,4.99
March,Week 9,Monday,TV Dukagjini Group,Blloku 16,Reklama,02:00:00-26:00:00,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 4 + Top Shop,Reklama,02:00:00-26:00:00,08:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 4 + Top Shop,Reklama,02:00:00-26:00:00,08:50:00,0.53,4.68,1.52,12.68,0,0,0,0,0,0,0.2,1.88,2.1,16.71,2.04,15.38,0,0,5.48,26.39,1.62,15.26,2.51,10.68,0,0,0.18,1.25,0,0,0,0,1.5,25.57
March,Week 9,Monday,TV Dukagjini Group,Blloku 6 + Top Shop,Reklama,02:00:00-26:00:00,11:30:00,0.75,5.88,1.22,7.83,0,0,0,0,0.18,1.71,0.7,7.25,0.81,4.41,4.31,21.1,0.39,2.72,1.58,6.59,1.86,15.29,0.51,2.13,0,0,0.33,1.62,1.33,13.67,0,0,1.77,21.14
March,Week 9,Monday,TV Dukagjini Group,Blloku 6 + Top Shop,Reklama,02:00:00-26:00:00,11:30:00,0.15,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1.34,0,0,0.56,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0.26,3.14
March,Week 9,Monday,TV Dukagjini Group,Blloku 7 + Top Shop,Reklama,02:00:00-26:00:00,12:30:00,0.37,3.3,0.32,1.94,0,0,0,0,0,0,0.01,0.08,0.81,5.18,1.48,10.51,0.21,1.28,0,0,0,0,0,0,0,0,0,0,0.38,1.49,0,0,1.1,14.06
March,Week 9,Monday,TV Dukagjini Group,Blloku 7 + Top Shop,Reklama,02:00:00-26:00:00,12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 9 + Top Shop,Reklama,02:00:00-26:00:00,15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,Blloku 9 + Top Shop,Reklama,02:00:00-26:00:00,15:30:00,1.07,5.42,1.02,5.89,0,0,0,0,1.06,4.87,0.02,0.12,1.43,6.33,5.16,24.1,0.43,1.53,0,0,0,0,0,0,1.29,5.15,1.91,12.03,0.04,0.31,2.39,8.82,1.27,12.1
March,Week 9,Monday,TV Dukagjini Group,City Shop,Reklama,02:00:00-26:00:00,11:00:00,0.15,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1.34,0,0,0.56,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0.26,3.17
March,Week 9,Monday,TV Dukagjini Group,City Shop,Reklama,02:00:00-26:00:00,11:00:00,0.85,7.12,1.31,8.65,0,0,0,0,0,0,0.66,7.2,0.96,6.3,4.02,19.61,0.62,4.11,3.06,13.5,1.86,19.07,1.69,7.18,0,0,0.14,0.6,0.56,8.52,0,0,1.86,22.4
March,Week 9,Monday,TV Dukagjini Group,City Shop,Reklama,02:00:00-26:00:00,13:30:00,0.42,3.46,0.42,2.82,0,0,0,0,0.18,1.27,0,0,0.81,6.81,1.45,9.26,0.74,3.87,0,0,0,0,0,0,0,0,0,0,0.98,9.22,0,0,1.22,10.13
March,Week 9,Monday,TV Dukagjini Group,City Shop,Reklama,02:00:00-26:00:00,13:30:00,0,0,0.03,0.23,0,0,0,0,0,0,0,0,0,0,0.14,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.5
March,Week 9,Monday,TV Dukagjini Group,DUELI Ditor,Emision sportiv,02:00:00-26:00:00,19:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 9,Monday,TV Dukagjini Group,DUELI Ditor,Emision sportiv,02:00:00-26:00:00,19:35:00,1.04,2.46,1.34,3.59,0.83,2.38,0.49,1.81,0.63,1.81,1.26,3.54,2.03,5.25,1.35,2.88,1.87,3.23,0.23,0.5,1.86,4.44,5.28,10.12,1.29,5.54,0.26,0.54,0,0,0,0,0.14,0.38
