Channel Group,Date,Day of week,Metrics,Time end,Time start,Values
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,17:00:00,16:30:00,0.58
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,17:00:00,16:30:00,0
RTK1 Group,5/3/2021,Friday,Rurall Rating%,17:00:00,16:30:00,0.02
RTK1 Group,5/3/2021,Friday,Urbann Rating%,17:00:00,16:30:00,0.38
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,17:30:00,17:00:00,0
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,17:30:00,17:00:00,0.09
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,17:30:00,17:00:00,0.04
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,17:30:00,17:00:00,0.02
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,17:30:00,17:00:00,0.23
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,17:30:00,17:00:00,2.87
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,17:30:00,17:00:00,0.02
RTK1 Group,5/3/2021,Friday,65+ Rating%,17:30:00,17:00:00,2.71
RTK1 Group,5/3/2021,Friday,All target Rating%,17:30:00,17:00:00,0.56
RTK1 Group,5/3/2021,Friday,Female Rating%,17:30:00,17:00:00,0.28
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,17:30:00,17:00:00,0.54
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,17:30:00,17:00:00,0.71
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,17:30:00,17:00:00,0.81
RTK1 Group,5/3/2021,Friday,Male Rating%,17:30:00,17:00:00,0.83
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,17:30:00,17:00:00,0.97
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,17:30:00,17:00:00,0.86
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,17:30:00,17:00:00,0.46
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,17:30:00,17:00:00,0
RTK1 Group,5/3/2021,Friday,Rurall Rating%,17:30:00,17:00:00,0.4
RTK1 Group,5/3/2021,Friday,Urbann Rating%,17:30:00,17:00:00,0.75
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,18:00:00,17:30:00,0.79
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,18:00:00,17:30:00,0.11
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,18:00:00,17:30:00,3.5
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,18:00:00,17:30:00,1.22
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,18:00:00,17:30:00,1.61
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,18:00:00,17:30:00,2.8
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,18:00:00,17:30:00,2.31
RTK1 Group,5/3/2021,Friday,65+ Rating%,18:00:00,17:30:00,4.95
RTK1 Group,5/3/2021,Friday,All target Rating%,18:00:00,17:30:00,1.8
RTK1 Group,5/3/2021,Friday,Female Rating%,18:00:00,17:30:00,1.53
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,18:00:00,17:30:00,1.26
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,18:00:00,17:30:00,0.12
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,18:00:00,17:30:00,0.37
RTK1 Group,5/3/2021,Friday,Male Rating%,18:00:00,17:30:00,2.08
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,18:00:00,17:30:00,5.8
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,18:00:00,17:30:00,4.75
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,18:00:00,17:30:00,0.7
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,18:00:00,17:30:00,0.98
RTK1 Group,5/3/2021,Friday,Rurall Rating%,18:00:00,17:30:00,2.67
RTK1 Group,5/3/2021,Friday,Urbann Rating%,18:00:00,17:30:00,0.75
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,18:30:00,18:00:00,1.7
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,18:30:00,18:00:00,0.45
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,18:30:00,18:00:00,4.51
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,18:30:00,18:00:00,1.2
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,18:30:00,18:00:00,0.54
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,18:30:00,18:00:00,2.41
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,18:30:00,18:00:00,2.88
RTK1 Group,5/3/2021,Friday,65+ Rating%,18:30:00,18:00:00,4.27
RTK1 Group,5/3/2021,Friday,All target Rating%,18:30:00,18:00:00,1.94
RTK1 Group,5/3/2021,Friday,Female Rating%,18:30:00,18:00:00,1.38
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,18:30:00,18:00:00,0
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,18:30:00,18:00:00,0
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,18:30:00,18:00:00,0
RTK1 Group,5/3/2021,Friday,Male Rating%,18:30:00,18:00:00,2.49
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,18:30:00,18:00:00,7.09
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,18:30:00,18:00:00,8.62
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,18:30:00,18:00:00,0.32
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,18:30:00,18:00:00,0
RTK1 Group,5/3/2021,Friday,Rurall Rating%,18:30:00,18:00:00,2.96
RTK1 Group,5/3/2021,Friday,Urbann Rating%,18:30:00,18:00:00,0.69
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,19:00:00,18:30:00,1.36
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,19:00:00,18:30:00,1.43
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,19:00:00,18:30:00,4.83
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,19:00:00,18:30:00,1.42
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,19:00:00,18:30:00,2.28
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,19:00:00,18:30:00,2.49
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,19:00:00,18:30:00,2.69
RTK1 Group,5/3/2021,Friday,65+ Rating%,19:00:00,18:30:00,2.77
RTK1 Group,5/3/2021,Friday,All target Rating%,19:00:00,18:30:00,2.18
RTK1 Group,5/3/2021,Friday,Female Rating%,19:00:00,18:30:00,2.02
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,19:00:00,18:30:00,0
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,19:00:00,18:30:00,2.31
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,19:00:00,18:30:00,0
RTK1 Group,5/3/2021,Friday,Male Rating%,19:00:00,18:30:00,2.33
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,19:00:00,18:30:00,6.94
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,19:00:00,18:30:00,4.77
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,19:00:00,18:30:00,0.38
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,19:00:00,18:30:00,2.42
RTK1 Group,5/3/2021,Friday,Rurall Rating%,19:00:00,18:30:00,2.95
RTK1 Group,5/3/2021,Friday,Urbann Rating%,19:00:00,18:30:00,1.23
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,19:30:00,19:00:00,2.78
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,19:30:00,19:00:00,3.46
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,19:30:00,19:00:00,5.38
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,19:30:00,19:00:00,1.95
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,19:30:00,19:00:00,4.3
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,19:30:00,19:00:00,4.39
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,19:30:00,19:00:00,6.75
RTK1 Group,5/3/2021,Friday,65+ Rating%,19:30:00,19:00:00,5.91
RTK1 Group,5/3/2021,Friday,All target Rating%,19:30:00,19:00:00,3.88
RTK1 Group,5/3/2021,Friday,Female Rating%,19:30:00,19:00:00,4.13
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,19:30:00,19:00:00,2.48
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,19:30:00,19:00:00,6.45
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,19:30:00,19:00:00,0
RTK1 Group,5/3/2021,Friday,Male Rating%,19:30:00,19:00:00,3.63
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,19:30:00,19:00:00,9.37
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,19:30:00,19:00:00,6.95
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,19:30:00,19:00:00,0.48
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,19:30:00,19:00:00,5.88
RTK1 Group,5/3/2021,Friday,Rurall Rating%,19:30:00,19:00:00,4.27
RTK1 Group,5/3/2021,Friday,Urbann Rating%,19:30:00,19:00:00,3.41
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,20:00:00,19:30:00,8.41
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,20:00:00,19:30:00,4.51
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,20:00:00,19:30:00,6.34
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,20:00:00,19:30:00,3.79
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,20:00:00,19:30:00,14.91
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,20:00:00,19:30:00,16.89
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,20:00:00,19:30:00,11.86
RTK1 Group,5/3/2021,Friday,65+ Rating%,20:00:00,19:30:00,18.86
RTK1 Group,5/3/2021,Friday,All target Rating%,20:00:00,19:30:00,9.87
RTK1 Group,5/3/2021,Friday,Female Rating%,20:00:00,19:30:00,10.03
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,20:00:00,19:30:00,11.97
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,20:00:00,19:30:00,12.58
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,20:00:00,19:30:00,7.78
RTK1 Group,5/3/2021,Friday,Male Rating%,20:00:00,19:30:00,9.71
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,20:00:00,19:30:00,15.56
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,20:00:00,19:30:00,4.68
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,20:00:00,19:30:00,12.11
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,20:00:00,19:30:00,5.29
RTK1 Group,5/3/2021,Friday,Rurall Rating%,20:00:00,19:30:00,13.76
RTK1 Group,5/3/2021,Friday,Urbann Rating%,20:00:00,19:30:00,5.12
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,20:30:00,20:00:00,10.76
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,20:30:00,20:00:00,3.95
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,20:30:00,20:00:00,7.19
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,20:30:00,20:00:00,2.96
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,20:30:00,20:00:00,13.9
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,20:30:00,20:00:00,18.33
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,20:30:00,20:00:00,11.67
RTK1 Group,5/3/2021,Friday,65+ Rating%,20:30:00,20:00:00,13.5
RTK1 Group,5/3/2021,Friday,All target Rating%,20:30:00,20:00:00,9.9
RTK1 Group,5/3/2021,Friday,Female Rating%,20:30:00,20:00:00,8.93
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,20:30:00,20:00:00,2.49
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,20:30:00,20:00:00,14.09
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,20:30:00,20:00:00,6.8
RTK1 Group,5/3/2021,Friday,Male Rating%,20:30:00,20:00:00,10.85
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,20:30:00,20:00:00,21.61
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,20:30:00,20:00:00,7.8
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,20:30:00,20:00:00,10.06
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,20:30:00,20:00:00,5.7
RTK1 Group,5/3/2021,Friday,Rurall Rating%,20:30:00,20:00:00,15.17
RTK1 Group,5/3/2021,Friday,Urbann Rating%,20:30:00,20:00:00,3.46
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,21:00:00,20:30:00,5.26
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,21:00:00,20:30:00,2.56
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,21:00:00,20:30:00,4.91
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,21:00:00,20:30:00,2.34
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,21:00:00,20:30:00,7.18
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,21:00:00,20:30:00,13.09
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,21:00:00,20:30:00,4.52
RTK1 Group,5/3/2021,Friday,65+ Rating%,21:00:00,20:30:00,7.31
RTK1 Group,5/3/2021,Friday,All target Rating%,21:00:00,20:30:00,5.67
RTK1 Group,5/3/2021,Friday,Female Rating%,21:00:00,20:30:00,4.96
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,21:00:00,20:30:00,1.91
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,21:00:00,20:30:00,13.53
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,21:00:00,20:30:00,2.47
RTK1 Group,5/3/2021,Friday,Male Rating%,21:00:00,20:30:00,6.37
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,21:00:00,20:30:00,11.72
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,21:00:00,20:30:00,3.4
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,21:00:00,20:30:00,5.19
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,21:00:00,20:30:00,3.98
RTK1 Group,5/3/2021,Friday,Rurall Rating%,21:00:00,20:30:00,8.69
RTK1 Group,5/3/2021,Friday,Urbann Rating%,21:00:00,20:30:00,1.98
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,21:30:00,21:00:00,4.45
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,21:30:00,21:00:00,1.37
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,21:30:00,21:00:00,5.48
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,21:30:00,21:00:00,2.9
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,21:30:00,21:00:00,4.68
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,21:30:00,21:00:00,9.44
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,21:30:00,21:00:00,5.29
RTK1 Group,5/3/2021,Friday,65+ Rating%,21:30:00,21:00:00,7.23
RTK1 Group,5/3/2021,Friday,All target Rating%,21:30:00,21:00:00,4.8
RTK1 Group,5/3/2021,Friday,Female Rating%,21:30:00,21:00:00,4.11
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,21:30:00,21:00:00,0.58
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,21:30:00,21:00:00,20.25
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,21:30:00,21:00:00,2.45
RTK1 Group,5/3/2021,Friday,Male Rating%,21:30:00,21:00:00,5.47
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,21:30:00,21:00:00,4.2
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,21:30:00,21:00:00,8.92
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,21:30:00,21:00:00,2.93
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,21:30:00,21:00:00,2.92
RTK1 Group,5/3/2021,Friday,Rurall Rating%,21:30:00,21:00:00,6.77
RTK1 Group,5/3/2021,Friday,Urbann Rating%,21:30:00,21:00:00,2.39
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,22:00:00,21:30:00,7.83
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,22:00:00,21:30:00,2.23
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,22:00:00,21:30:00,2.59
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,22:00:00,21:30:00,1.96
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,22:00:00,21:30:00,8.22
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,22:00:00,21:30:00,11.79
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,22:00:00,21:30:00,4.96
RTK1 Group,5/3/2021,Friday,65+ Rating%,22:00:00,21:30:00,11.32
RTK1 Group,5/3/2021,Friday,All target Rating%,22:00:00,21:30:00,6.25
RTK1 Group,5/3/2021,Friday,Female Rating%,22:00:00,21:30:00,5.48
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,22:00:00,21:30:00,0.72
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,22:00:00,21:30:00,27.03
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,22:00:00,21:30:00,4.32
RTK1 Group,5/3/2021,Friday,Male Rating%,22:00:00,21:30:00,7.01
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,22:00:00,21:30:00,2.42
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,22:00:00,21:30:00,12.97
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,22:00:00,21:30:00,2.22
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,22:00:00,21:30:00,6.45
RTK1 Group,5/3/2021,Friday,Rurall Rating%,22:00:00,21:30:00,9.93
RTK1 Group,5/3/2021,Friday,Urbann Rating%,22:00:00,21:30:00,1.76
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,22:30:00,22:00:00,7.02
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,22:30:00,22:00:00,2.59
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,22:30:00,22:00:00,2.7
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,22:30:00,22:00:00,3.33
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,22:30:00,22:00:00,6.98
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,22:30:00,22:00:00,10.93
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,22:30:00,22:00:00,7.54
RTK1 Group,5/3/2021,Friday,65+ Rating%,22:30:00,22:00:00,13.01
RTK1 Group,5/3/2021,Friday,All target Rating%,22:30:00,22:00:00,6.38
RTK1 Group,5/3/2021,Friday,Female Rating%,22:30:00,22:00:00,5.36
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,22:30:00,22:00:00,0.58
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,22:30:00,22:00:00,15.77
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,22:30:00,22:00:00,4.94
RTK1 Group,5/3/2021,Friday,Male Rating%,22:30:00,22:00:00,7.39
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,22:30:00,22:00:00,6.48
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,22:30:00,22:00:00,14.76
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,22:30:00,22:00:00,2.44
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,22:30:00,22:00:00,6.93
RTK1 Group,5/3/2021,Friday,Rurall Rating%,22:30:00,22:00:00,9.68
RTK1 Group,5/3/2021,Friday,Urbann Rating%,22:30:00,22:00:00,2.36
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,23:00:00,22:30:00,3.53
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,23:00:00,22:30:00,1.29
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,23:00:00,22:30:00,1.3
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,23:00:00,22:30:00,1.41
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,23:00:00,22:30:00,3.02
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,23:00:00,22:30:00,3.97
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,23:00:00,22:30:00,4.98
RTK1 Group,5/3/2021,Friday,65+ Rating%,23:00:00,22:30:00,4.85
RTK1 Group,5/3/2021,Friday,All target Rating%,23:00:00,22:30:00,2.89
RTK1 Group,5/3/2021,Friday,Female Rating%,23:00:00,22:30:00,2.38
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,23:00:00,22:30:00,0.58
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,23:00:00,22:30:00,5.27
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,23:00:00,22:30:00,1.48
RTK1 Group,5/3/2021,Friday,Male Rating%,23:00:00,22:30:00,3.39
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,23:00:00,22:30:00,3.31
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,23:00:00,22:30:00,11.87
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,23:00:00,22:30:00,0.73
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,23:00:00,22:30:00,1.86
RTK1 Group,5/3/2021,Friday,Rurall Rating%,23:00:00,22:30:00,4.47
RTK1 Group,5/3/2021,Friday,Urbann Rating%,23:00:00,22:30:00,0.95
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,23:30:00,23:00:00,2.97
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,23:30:00,23:00:00,1.18
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,23:30:00,23:00:00,0.64
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,23:30:00,23:00:00,0.37
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,23:30:00,23:00:00,2.56
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,23:30:00,23:00:00,3.5
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,23:30:00,23:00:00,3.16
RTK1 Group,5/3/2021,Friday,65+ Rating%,23:30:00,23:00:00,7.18
RTK1 Group,5/3/2021,Friday,All target Rating%,23:30:00,23:00:00,2.42
RTK1 Group,5/3/2021,Friday,Female Rating%,23:30:00,23:00:00,1.96
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,23:30:00,23:00:00,0.58
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,23:30:00,23:00:00,0
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,23:30:00,23:00:00,7.56
RTK1 Group,5/3/2021,Friday,Male Rating%,23:30:00,23:00:00,2.89
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,23:30:00,23:00:00,0
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,23:30:00,23:00:00,4.54
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,23:30:00,23:00:00,0.93
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,23:30:00,23:00:00,2.61
RTK1 Group,5/3/2021,Friday,Rurall Rating%,23:30:00,23:00:00,1.42
RTK1 Group,5/3/2021,Friday,Urbann Rating%,23:30:00,23:00:00,3.66
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,24:00:00,23:30:00,0.01
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,24:00:00,23:30:00,0.01
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,24:00:00,23:30:00,0.36
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,24:00:00,23:30:00,0.06
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,24:00:00,23:30:00,0.51
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,24:00:00,23:30:00,0.19
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,24:00:00,23:30:00,3.23
RTK1 Group,5/3/2021,Friday,65+ Rating%,24:00:00,23:30:00,0.45
RTK1 Group,5/3/2021,Friday,All target Rating%,24:00:00,23:30:00,0.41
RTK1 Group,5/3/2021,Friday,Female Rating%,24:00:00,23:30:00,0.41
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,24:00:00,23:30:00,0.17
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,24:00:00,23:30:00,0.03
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,24:00:00,23:30:00,1.35
RTK1 Group,5/3/2021,Friday,Male Rating%,24:00:00,23:30:00,0.42
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,24:00:00,23:30:00,0.33
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,24:00:00,23:30:00,0
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,24:00:00,23:30:00,0.39
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,24:00:00,23:30:00,0.19
RTK1 Group,5/3/2021,Friday,Rurall Rating%,24:00:00,23:30:00,0.41
RTK1 Group,5/3/2021,Friday,Urbann Rating%,24:00:00,23:30:00,0.42
RTK1 Group,5/3/2021,Friday,1-14 Yrs Rating%,24:30:00,24:00:00,0
RTK1 Group,5/3/2021,Friday,15-19 Yrs Rating%,24:30:00,24:00:00,0
RTK1 Group,5/3/2021,Friday,20- 24 Yrs Rating%,24:30:00,24:00:00,0.06
RTK1 Group,5/3/2021,Friday,25-34 Yrs Rating%,24:30:00,24:00:00,0.32
RTK1 Group,5/3/2021,Friday,35-44 Yrs Rating%,24:30:00,24:00:00,0.82
RTK1 Group,5/3/2021,Friday,45-54 Yrs Rating%,24:30:00,24:00:00,0.02
RTK1 Group,5/3/2021,Friday,55-64 Yrs Rating%,24:30:00,24:00:00,0.57
RTK1 Group,5/3/2021,Friday,65+ Rating%,24:30:00,24:00:00,0
RTK1 Group,5/3/2021,Friday,All target Rating%,24:30:00,24:00:00,0.22
RTK1 Group,5/3/2021,Friday,Female Rating%,24:30:00,24:00:00,0.24
RTK1 Group,5/3/2021,Friday,Ferizaj Region Rating%,24:30:00,24:00:00,0
RTK1 Group,5/3/2021,Friday,Gjakova Region Rating%,24:30:00,24:00:00,0.08
RTK1 Group,5/3/2021,Friday,Gjilan Region Rating%,24:30:00,24:00:00,0.62
RTK1 Group,5/3/2021,Friday,Male Rating%,24:30:00,24:00:00,0.2
RTK1 Group,5/3/2021,Friday,Mitrovica Region Rating%,24:30:00,24:00:00,0.52
RTK1 Group,5/3/2021,Friday,Peja Region Rating%,24:30:00,24:00:00,0
RTK1 Group,5/3/2021,Friday,Prishtina Region Rating%,24:30:00,24:00:00,0.17
RTK1 Group,5/3/2021,Friday,Prizren Region Rating%,24:30:00,24:00:00,0.01
RTK1 Group,5/3/2021,Friday,Rurall Rating%,24:30:00,24:00:00,0.18
