Channel Group,Date,Day of week,Metrics,Time end,Time start,Values
Klan TV Group,5/3/2021,Friday,65+ Rating%,13:30:00,13:00:00,0.47
Klan TV Group,5/3/2021,Friday,All target Rating%,13:30:00,13:00:00,0.72
Klan TV Group,5/3/2021,Friday,Female Rating%,13:30:00,13:00:00,0.21
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,13:30:00,13:00:00,0.05
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,13:30:00,13:00:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,13:30:00,13:00:00,4.38
Klan TV Group,5/3/2021,Friday,Male Rating%,13:30:00,13:00:00,1.22
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,13:30:00,13:00:00,0.22
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,13:30:00,13:00:00,0
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,13:30:00,13:00:00,0
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,13:30:00,13:00:00,0.06
Klan TV Group,5/3/2021,Friday,Rurall Rating%,13:30:00,13:00:00,1.25
Klan TV Group,5/3/2021,Friday,Urbann Rating%,13:30:00,13:00:00,0.07
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,14:00:00,13:30:00,0
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,14:00:00,13:30:00,0
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,14:00:00,13:30:00,2.46
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,14:00:00,13:30:00,1.43
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,14:00:00,13:30:00,0
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,14:00:00,13:30:00,0.81
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,14:00:00,13:30:00,1.4
Klan TV Group,5/3/2021,Friday,65+ Rating%,14:00:00,13:30:00,0.14
Klan TV Group,5/3/2021,Friday,All target Rating%,14:00:00,13:30:00,0.68
Klan TV Group,5/3/2021,Friday,Female Rating%,14:00:00,13:30:00,0.19
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,14:00:00,13:30:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,14:00:00,13:30:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,14:00:00,13:30:00,4.38
Klan TV Group,5/3/2021,Friday,Male Rating%,14:00:00,13:30:00,1.17
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,14:00:00,13:30:00,0.07
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,14:00:00,13:30:00,0
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,14:00:00,13:30:00,0
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,14:00:00,13:30:00,0
Klan TV Group,5/3/2021,Friday,Rurall Rating%,14:00:00,13:30:00,1.22
Klan TV Group,5/3/2021,Friday,Urbann Rating%,14:00:00,13:30:00,0.02
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,14:30:00,14:00:00,0
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,14:30:00,14:00:00,0
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,14:30:00,14:00:00,2.46
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,14:30:00,14:00:00,1.43
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,14:30:00,14:00:00,0
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,14:30:00,14:00:00,0.81
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,14:30:00,14:00:00,1.4
Klan TV Group,5/3/2021,Friday,65+ Rating%,14:30:00,14:00:00,0
Klan TV Group,5/3/2021,Friday,All target Rating%,14:30:00,14:00:00,0.67
Klan TV Group,5/3/2021,Friday,Female Rating%,14:30:00,14:00:00,0.18
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,14:30:00,14:00:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,14:30:00,14:00:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,14:30:00,14:00:00,4.38
Klan TV Group,5/3/2021,Friday,Male Rating%,14:30:00,14:00:00,1.16
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,14:30:00,14:00:00,0
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,14:30:00,14:00:00,0
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,14:30:00,14:00:00,0
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,14:30:00,14:00:00,0
Klan TV Group,5/3/2021,Friday,Rurall Rating%,14:30:00,14:00:00,1.22
Klan TV Group,5/3/2021,Friday,Urbann Rating%,14:30:00,14:00:00,0
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,15:00:00,14:30:00,0
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,15:00:00,14:30:00,0
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,15:00:00,14:30:00,2.46
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,15:00:00,14:30:00,1.43
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,15:00:00,14:30:00,0
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,15:00:00,14:30:00,0.81
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,15:00:00,14:30:00,1.4
Klan TV Group,5/3/2021,Friday,65+ Rating%,15:00:00,14:30:00,0
Klan TV Group,5/3/2021,Friday,All target Rating%,15:00:00,14:30:00,0.67
Klan TV Group,5/3/2021,Friday,Female Rating%,15:00:00,14:30:00,0.18
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,15:00:00,14:30:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,15:00:00,14:30:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,15:00:00,14:30:00,4.38
Klan TV Group,5/3/2021,Friday,Male Rating%,15:00:00,14:30:00,1.16
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,15:00:00,14:30:00,0
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,15:00:00,14:30:00,0
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,15:00:00,14:30:00,0
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,15:00:00,14:30:00,0
Klan TV Group,5/3/2021,Friday,Rurall Rating%,15:00:00,14:30:00,1.22
Klan TV Group,5/3/2021,Friday,Urbann Rating%,15:00:00,14:30:00,0
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,15:30:00,15:00:00,0
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,15:30:00,15:00:00,0
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,15:30:00,15:00:00,2.46
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,15:30:00,15:00:00,1.85
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,15:30:00,15:00:00,0
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,15:30:00,15:00:00,1.27
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,15:30:00,15:00:00,1.4
Klan TV Group,5/3/2021,Friday,65+ Rating%,15:30:00,15:00:00,0
Klan TV Group,5/3/2021,Friday,All target Rating%,15:30:00,15:00:00,0.8
Klan TV Group,5/3/2021,Friday,Female Rating%,15:30:00,15:00:00,0.32
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,15:30:00,15:00:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,15:30:00,15:00:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,15:30:00,15:00:00,4.38
Klan TV Group,5/3/2021,Friday,Male Rating%,15:30:00,15:00:00,1.26
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,15:30:00,15:00:00,0
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,15:30:00,15:00:00,0
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,15:30:00,15:00:00,0.44
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,15:30:00,15:00:00,0
Klan TV Group,5/3/2021,Friday,Rurall Rating%,15:30:00,15:00:00,1.45
Klan TV Group,5/3/2021,Friday,Urbann Rating%,15:30:00,15:00:00,0
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,16:00:00,15:30:00,0.13
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,16:00:00,15:30:00,0.04
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,16:00:00,15:30:00,1.93
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,16:00:00,15:30:00,1.31
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,16:00:00,15:30:00,0.31
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,16:00:00,15:30:00,1.14
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,16:00:00,15:30:00,1.77
Klan TV Group,5/3/2021,Friday,65+ Rating%,16:00:00,15:30:00,0.63
Klan TV Group,5/3/2021,Friday,All target Rating%,16:00:00,15:30:00,0.79
Klan TV Group,5/3/2021,Friday,Female Rating%,16:00:00,15:30:00,0.51
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,16:00:00,15:30:00,1.13
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,16:00:00,15:30:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,16:00:00,15:30:00,3.5
Klan TV Group,5/3/2021,Friday,Male Rating%,16:00:00,15:30:00,1.06
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,16:00:00,15:30:00,0
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,16:00:00,15:30:00,0
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,16:00:00,15:30:00,0.58
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,16:00:00,15:30:00,0.1
Klan TV Group,5/3/2021,Friday,Rurall Rating%,16:00:00,15:30:00,1.21
Klan TV Group,5/3/2021,Friday,Urbann Rating%,16:00:00,15:30:00,0.28
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,16:30:00,16:00:00,2.35
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,16:30:00,16:00:00,1.57
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,16:30:00,16:00:00,0.47
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,16:30:00,16:00:00,0.64
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,16:30:00,16:00:00,1.56
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,16:30:00,16:00:00,1.04
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,16:30:00,16:00:00,1.27
Klan TV Group,5/3/2021,Friday,65+ Rating%,16:30:00,16:00:00,3.5
Klan TV Group,5/3/2021,Friday,All target Rating%,16:30:00,16:00:00,1.54
Klan TV Group,5/3/2021,Friday,Female Rating%,16:30:00,16:00:00,1.9
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,16:30:00,16:00:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,16:30:00,16:00:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,16:30:00,16:00:00,3.25
Klan TV Group,5/3/2021,Friday,Male Rating%,16:30:00,16:00:00,1.19
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,16:30:00,16:00:00,0
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,16:30:00,16:00:00,0.33
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,16:30:00,16:00:00,1.84
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,16:30:00,16:00:00,2.57
Klan TV Group,5/3/2021,Friday,Rurall Rating%,16:30:00,16:00:00,2.35
Klan TV Group,5/3/2021,Friday,Urbann Rating%,16:30:00,16:00:00,0.55
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,17:00:00,16:30:00,4.81
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,17:00:00,16:30:00,2.29
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,17:00:00,16:30:00,1.23
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,17:00:00,16:30:00,0.83
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,17:00:00,16:30:00,2.49
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,17:00:00,16:30:00,2.19
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,17:00:00,16:30:00,1.38
Klan TV Group,5/3/2021,Friday,65+ Rating%,17:00:00,16:30:00,5.67
Klan TV Group,5/3/2021,Friday,All target Rating%,17:00:00,16:30:00,2.71
Klan TV Group,5/3/2021,Friday,Female Rating%,17:00:00,16:30:00,3.34
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,17:00:00,16:30:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,17:00:00,16:30:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,17:00:00,16:30:00,4.33
Klan TV Group,5/3/2021,Friday,Male Rating%,17:00:00,16:30:00,2.08
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,17:00:00,16:30:00,0
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,17:00:00,16:30:00,0.11
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,17:00:00,16:30:00,2.25
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,17:00:00,16:30:00,7.31
Klan TV Group,5/3/2021,Friday,Rurall Rating%,17:00:00,16:30:00,4.44
Klan TV Group,5/3/2021,Friday,Urbann Rating%,17:00:00,16:30:00,0.59
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,17:30:00,17:00:00,4.73
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,17:30:00,17:00:00,2.16
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,17:30:00,17:00:00,1.23
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,17:30:00,17:00:00,0.82
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,17:30:00,17:00:00,2.35
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,17:30:00,17:00:00,2.19
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,17:30:00,17:00:00,1.28
Klan TV Group,5/3/2021,Friday,65+ Rating%,17:30:00,17:00:00,4.95
Klan TV Group,5/3/2021,Friday,All target Rating%,17:30:00,17:00:00,2.59
Klan TV Group,5/3/2021,Friday,Female Rating%,17:30:00,17:00:00,3.18
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,17:30:00,17:00:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,17:30:00,17:00:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,17:30:00,17:00:00,4.33
Klan TV Group,5/3/2021,Friday,Male Rating%,17:30:00,17:00:00,2.02
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,17:30:00,17:00:00,0
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,17:30:00,17:00:00,0
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,17:30:00,17:00:00,2.02
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,17:30:00,17:00:00,7.12
Klan TV Group,5/3/2021,Friday,Rurall Rating%,17:30:00,17:00:00,4.37
Klan TV Group,5/3/2021,Friday,Urbann Rating%,17:30:00,17:00:00,0.42
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,18:00:00,17:30:00,3.44
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,18:00:00,17:30:00,1.18
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,18:00:00,17:30:00,1.26
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,18:00:00,17:30:00,0.41
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,18:00:00,17:30:00,1.47
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,18:00:00,17:30:00,1.74
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,18:00:00,17:30:00,1.27
Klan TV Group,5/3/2021,Friday,65+ Rating%,18:00:00,17:30:00,2.72
Klan TV Group,5/3/2021,Friday,All target Rating%,18:00:00,17:30:00,1.79
Klan TV Group,5/3/2021,Friday,Female Rating%,18:00:00,17:30:00,2.24
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,18:00:00,17:30:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,18:00:00,17:30:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,18:00:00,17:30:00,2.16
Klan TV Group,5/3/2021,Friday,Male Rating%,18:00:00,17:30:00,1.35
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,18:00:00,17:30:00,0
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,18:00:00,17:30:00,0
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,18:00:00,17:30:00,1.83
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,18:00:00,17:30:00,4.95
Klan TV Group,5/3/2021,Friday,Rurall Rating%,18:00:00,17:30:00,3.01
Klan TV Group,5/3/2021,Friday,Urbann Rating%,18:00:00,17:30:00,0.3
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,18:30:00,18:00:00,1.52
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,18:30:00,18:00:00,0
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,18:30:00,18:00:00,1.61
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,18:30:00,18:00:00,0.15
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,18:30:00,18:00:00,0.26
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,18:30:00,18:00:00,0.9
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,18:30:00,18:00:00,1.82
Klan TV Group,5/3/2021,Friday,65+ Rating%,18:30:00,18:00:00,1.81
Klan TV Group,5/3/2021,Friday,All target Rating%,18:30:00,18:00:00,0.93
Klan TV Group,5/3/2021,Friday,Female Rating%,18:30:00,18:00:00,1.26
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,18:30:00,18:00:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,18:30:00,18:00:00,1.22
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,18:30:00,18:00:00,0
Klan TV Group,5/3/2021,Friday,Male Rating%,18:30:00,18:00:00,0.61
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,18:30:00,18:00:00,0
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,18:30:00,18:00:00,0
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,18:30:00,18:00:00,1.74
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,18:30:00,18:00:00,1.83
Klan TV Group,5/3/2021,Friday,Rurall Rating%,18:30:00,18:00:00,1.32
Klan TV Group,5/3/2021,Friday,Urbann Rating%,18:30:00,18:00:00,0.45
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,19:00:00,18:30:00,1.25
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,19:00:00,18:30:00,0.69
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,19:00:00,18:30:00,1.3
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,19:00:00,18:30:00,0.21
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,19:00:00,18:30:00,0
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,19:00:00,18:30:00,1.14
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,19:00:00,18:30:00,1.48
Klan TV Group,5/3/2021,Friday,65+ Rating%,19:00:00,18:30:00,1.81
Klan TV Group,5/3/2021,Friday,All target Rating%,19:00:00,18:30:00,0.88
Klan TV Group,5/3/2021,Friday,Female Rating%,19:00:00,18:30:00,1.22
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,19:00:00,18:30:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,19:00:00,18:30:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,19:00:00,18:30:00,0
Klan TV Group,5/3/2021,Friday,Male Rating%,19:00:00,18:30:00,0.55
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,19:00:00,18:30:00,0.42
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,19:00:00,18:30:00,0.25
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,19:00:00,18:30:00,1.61
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,19:00:00,18:30:00,1.83
Klan TV Group,5/3/2021,Friday,Rurall Rating%,19:00:00,18:30:00,1.43
Klan TV Group,5/3/2021,Friday,Urbann Rating%,19:00:00,18:30:00,0.22
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,19:30:00,19:00:00,1.25
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,19:30:00,19:00:00,0.8
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,19:30:00,19:00:00,1.54
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,19:30:00,19:00:00,0.21
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,19:30:00,19:00:00,0
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,19:30:00,19:00:00,1.43
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,19:30:00,19:00:00,0.6
Klan TV Group,5/3/2021,Friday,65+ Rating%,19:30:00,19:00:00,1.81
Klan TV Group,5/3/2021,Friday,All target Rating%,19:30:00,19:00:00,0.89
Klan TV Group,5/3/2021,Friday,Female Rating%,19:30:00,19:00:00,1.2
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,19:30:00,19:00:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,19:30:00,19:00:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,19:30:00,19:00:00,0
Klan TV Group,5/3/2021,Friday,Male Rating%,19:30:00,19:00:00,0.58
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,19:30:00,19:00:00,0.14
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,19:30:00,19:00:00,1.06
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,19:30:00,19:00:00,1.46
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,19:30:00,19:00:00,1.83
Klan TV Group,5/3/2021,Friday,Rurall Rating%,19:30:00,19:00:00,1.26
Klan TV Group,5/3/2021,Friday,Urbann Rating%,19:30:00,19:00:00,0.43
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,20:00:00,19:30:00,0.04
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,20:00:00,19:30:00,0.13
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,20:00:00,19:30:00,0.04
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,20:00:00,19:30:00,0
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,20:00:00,19:30:00,0.48
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,20:00:00,19:30:00,0.57
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,20:00:00,19:30:00,0.02
Klan TV Group,5/3/2021,Friday,65+ Rating%,20:00:00,19:30:00,0.06
Klan TV Group,5/3/2021,Friday,All target Rating%,20:00:00,19:30:00,0.17
Klan TV Group,5/3/2021,Friday,Female Rating%,20:00:00,19:30:00,0.19
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,20:00:00,19:30:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,20:00:00,19:30:00,0.03
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,20:00:00,19:30:00,0
Klan TV Group,5/3/2021,Friday,Male Rating%,20:00:00,19:30:00,0.14
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,20:00:00,19:30:00,0
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,20:00:00,19:30:00,0
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,20:00:00,19:30:00,0.1
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,20:00:00,19:30:00,0.71
Klan TV Group,5/3/2021,Friday,Rurall Rating%,20:00:00,19:30:00,0.26
Klan TV Group,5/3/2021,Friday,Urbann Rating%,20:00:00,19:30:00,0.04
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,20:30:00,20:00:00,0
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,20:30:00,20:00:00,0.01
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,20:30:00,20:00:00,0
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,20:30:00,20:00:00,0
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,20:30:00,20:00:00,0.04
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,20:30:00,20:00:00,0.05
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,20:30:00,20:00:00,0
Klan TV Group,5/3/2021,Friday,65+ Rating%,20:30:00,20:00:00,0.03
Klan TV Group,5/3/2021,Friday,All target Rating%,20:30:00,20:00:00,0.01
Klan TV Group,5/3/2021,Friday,Female Rating%,20:30:00,20:00:00,0.01
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,20:30:00,20:00:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,20:30:00,20:00:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,20:30:00,20:00:00,0
Klan TV Group,5/3/2021,Friday,Male Rating%,20:30:00,20:00:00,0.01
Klan TV Group,5/3/2021,Friday,Mitrovica Region Rating%,20:30:00,20:00:00,0.02
Klan TV Group,5/3/2021,Friday,Peja Region Rating%,20:30:00,20:00:00,0
Klan TV Group,5/3/2021,Friday,Prishtina Region Rating%,20:30:00,20:00:00,0
Klan TV Group,5/3/2021,Friday,Prizren Region Rating%,20:30:00,20:00:00,0.05
Klan TV Group,5/3/2021,Friday,Rurall Rating%,20:30:00,20:00:00,0.02
Klan TV Group,5/3/2021,Friday,Urbann Rating%,20:30:00,20:00:00,0.01
Klan TV Group,5/3/2021,Friday,1-14 Yrs Rating%,21:00:00,20:30:00,0.1
Klan TV Group,5/3/2021,Friday,15-19 Yrs Rating%,21:00:00,20:30:00,0
Klan TV Group,5/3/2021,Friday,20- 24 Yrs Rating%,21:00:00,20:30:00,0
Klan TV Group,5/3/2021,Friday,25-34 Yrs Rating%,21:00:00,20:30:00,0
Klan TV Group,5/3/2021,Friday,35-44 Yrs Rating%,21:00:00,20:30:00,0
Klan TV Group,5/3/2021,Friday,45-54 Yrs Rating%,21:00:00,20:30:00,0.04
Klan TV Group,5/3/2021,Friday,55-64 Yrs Rating%,21:00:00,20:30:00,0
Klan TV Group,5/3/2021,Friday,65+ Rating%,21:00:00,20:30:00,0
Klan TV Group,5/3/2021,Friday,All target Rating%,21:00:00,20:30:00,0.03
Klan TV Group,5/3/2021,Friday,Female Rating%,21:00:00,20:30:00,0.05
Klan TV Group,5/3/2021,Friday,Ferizaj Region Rating%,21:00:00,20:30:00,0
Klan TV Group,5/3/2021,Friday,Gjakova Region Rating%,21:00:00,20:30:00,0
Klan TV Group,5/3/2021,Friday,Gjilan Region Rating%,21:00:00,20:30:00,0
Klan TV Group,5/3/2021,Friday,Male Rating%,21:00:00,20:30:00,0
